"ADRESSE_POSTALE_TEXT","TEXT_1","IMAGE_1/_title","SITE_INTERNET_LINK","shop_name","IMAGE_1","TEXT_3","SITE_INTERNET_LINK/_text","IMAGE_1/_alt","TEXT_4"
"Grande Rue,","PETIT CASINO St Trivier De Courtes","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2934.html","PETIT CASINO St Trivier De Courtes","http://images.grandes-enseignes.com/Petit-Casino.png","01560 St Trivier De Courtes","Site Internet","Petit-Casino","Tel. 04 74 30 71 22 -"
"Le Bourg,","VIVAL Vire","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1292.html","VIVAL Vire","http://images.grandes-enseignes.com/Vival.png","71260 Vire","Site Internet","Vival","Tel. 03 85 33 91 61 -"
"Lieu dit Chassagne","INTERMARCHE CONTACT Saint Martin Belle Roche","Intermarche","http://www.intermarche.com/magasin_accueil/sas-huguema-saint-martin-belle-roche-71118","INTERMARCHE CONTACT Saint Martin Belle Roche","http://images.grandes-enseignes.com/Intermarche.png","71118 Saint Martin Belle Roche","Site Internet","Intermarche","Tel. 03 85 36 57 80 -"
"Chemin De Sur L'ecluse,","VIVAL Les Granges De Montagnieu","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1733.html","VIVAL Les Granges De Montagnieu","http://images.grandes-enseignes.com/Vival.png","01470 Les Granges De Montagnieu","Site Internet","Vival","Tel. 04 74 36 15 73 -"
"27 Grande Rue,","VIVAL Serrieres De Briord","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1157.html","VIVAL Serrieres De Briord","http://images.grandes-enseignes.com/Vival.png","01470 Serrieres De Briord","Site Internet","Vival","Tel. 04 74 36 76 77 -"
"Rue des Vercheres","INTERMARCHE SUPER Briord","Intermarche","http://www.intermarche.com/magasin_accueil/sas-clam-briord-01470","INTERMARCHE SUPER Briord","http://images.grandes-enseignes.com/Intermarche.png","01470 Briord","Site Internet","Intermarche","Tel. 04 74 40 48 00 -"
"353 Av Suzanne Valadon,","VIVAL St Bernard","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1153.html","VIVAL St Bernard","http://images.grandes-enseignes.com/Vival.png","01600 St Bernard","Site Internet","Vival","Tel. 04 74 00 12 84 -"
"1106 route d'Anse","E.Leclerc Drive Limas","Leclerc-Drive","http://www.leclercdrive.fr/","E.Leclerc Drive Limas","http://images.grandes-enseignes.com/Leclerc-Drive.png","69400 Limas","Site Internet","Leclerc-Drive","Service: Drive"
"14 rue Lavoisier - Parc d activite de Massieux","Simply Market MASSIEUX","Simply-Market","http://www.simplymarket.fr/massieux/","Simply Market MASSIEUX","http://images.grandes-enseignes.com/Simply-Market.png","01600 MASSIEUX","Site Internet","Simply-Market",NA
"2 Place de l'Egalité","Carrefour Market Anse","Carrefour-Market","http://www.carrefour.fr/magasin/market-anse","Carrefour Market Anse","http://images.grandes-enseignes.com/Carrefour-Market.png","69480 ANSE","Site Internet","Carrefour-Market","Tel. 04 74 09 46 19 -"
"662 Route De Lyon,","VIVAL Anse","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-10765.html","VIVAL Anse","http://images.grandes-enseignes.com/Vival.png","69480 Anse","Site Internet","Vival","Tel. 04 74 67 05 72 -"
"Avenue de la 1ère Armée","Leader Price ANSE","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7929&ville=anse&cp=69480","Leader Price ANSE","http://images.grandes-enseignes.com/Leader-Price.png","69480 ANSE","Site Internet","Leader-Price","Tel. 04 37 55 00 13 -"
"10 Place De Verdun,","PETIT CASINO Genay","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-346.html","PETIT CASINO Genay","http://images.grandes-enseignes.com/Petit-Casino.png","69730 Genay","Site Internet","Petit-Casino","Tel. 04 78 91 35 22 -"
"1262 Route de Trévoux","E.Leclerc Drive Genay","Leclerc-Drive","http://www.leclercdrive.fr/","E.Leclerc Drive Genay","http://images.grandes-enseignes.com/Leclerc-Drive.png","69730 Genay","Site Internet","Leclerc-Drive","Service: Drive"
"114 Rue Principale,","VIVAL Mionnay","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-10785.html","VIVAL Mionnay","http://images.grandes-enseignes.com/Vival.png","01390 Mionnay","Site Internet","Vival","Tel. 04 78 91 05 57 -"
"Place De L Eglise,","PETIT CASINO Morance","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-3086.html","PETIT CASINO Morance","http://images.grandes-enseignes.com/Petit-Casino.png","69480 Morance","Site Internet","Petit-Casino","Tel. 04 72 54 05 21 -"
"Chef Lieu,","VIVAL Chanaz","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1112.html","VIVAL Chanaz","http://images.grandes-enseignes.com/Vival.png","73310 Chanaz","Site Internet","Vival","Tel. 04 79 35 11 20 -"
"45 rue de Bad Waldsee","INTERMARCHE CONTACT Feillens","Intermarche","http://www.intermarche.com/magasin_accueil/sas-frate-feillens-01570","INTERMARCHE CONTACT Feillens","http://images.grandes-enseignes.com/Intermarche.png","01570 Feillens","Site Internet","Intermarche","Tel. 03 85 30 16 73 -"
"Rue Guesnet","Lidl Macon","Lidl","http://www.lidl.fr/","Lidl Macon","http://images.grandes-enseignes.com/Lidl.png","71100 Macon","Site Internet","Lidl",NA
"RN6","Auchan Drive - 71, Macon","Auchan-Drive","http://www.auchandrive.fr/drive/magasin?shopId=893","Auchan Drive - 71, Macon","http://images.grandes-enseignes.com/Auchan-Drive.png","71031 MACON","Site Internet","Auchan-Drive","Tel. 03 85 21 75 90 -"
"180, rue Louise MICHEL","E.Leclerc MACON","Leclerc","http://www.e-leclerc.com/magasin/macon","E.Leclerc MACON","http://images.grandes-enseignes.com/Leclerc.png","71000 MACON","Site Internet","Leclerc","Tel. 03 85 29 58 50 -"
"224, avenue Charles de Gaulle,","Auchan Mâcon","Auchan","http://www.auchan.fr/magasins/macon/150/accueil/","Auchan Mâcon","http://images.grandes-enseignes.com/Auchan.png","71031 MÂCON CEDEX","Site Internet","Auchan","Tel. 03 85 21 75 75 -"
"Le Clos Du Puit,","PETIT CASINO Hurigny","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2950.html","PETIT CASINO Hurigny","http://images.grandes-enseignes.com/Petit-Casino.png","71870 Hurigny","Site Internet","Petit-Casino","Tel. 03 85 29 16 34 -"
"Le Clos Du Puit,","VIVAL Hurigny","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-6712.html","VIVAL Hurigny","http://images.grandes-enseignes.com/Vival.png","71870 Hurigny","Site Internet","Vival","Tel. 03 85 29 16 34 -"
"Rue Vallon Pont de Marbé","INTERMARCHE Macon","Intermarche","http://www.intermarche.com/magasin_accueil/fragui-macon-71000","INTERMARCHE Macon","http://images.grandes-enseignes.com/Intermarche.png","71000 Macon","Site Internet","Intermarche","Tel. 03 85 39 14 92 -"
"81 Et 83 Rue De La Liberte,","PETIT CASINO Macon","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-572.html","PETIT CASINO Macon","http://images.grandes-enseignes.com/Petit-Casino.png","71000 Macon","Site Internet","Petit-Casino","Tel. 03 85 29 02 61 -"
"95 Rue De La Levee,","PETIT CASINO St Laurent Sur Saone","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-578.html","PETIT CASINO St Laurent Sur Saone","http://images.grandes-enseignes.com/Petit-Casino.png","01750 St Laurent Sur Saone","Site Internet","Petit-Casino","Tel. 03 85 38 11 00 -"
"223 route de Bourg","INTERMARCHE SUPER Replonges","Intermarche","http://www.intermarche.com/magasin_accueil/sas-ameco-replonges-01750","INTERMARCHE SUPER Replonges","http://images.grandes-enseignes.com/Intermarche.png","01750 Replonges","Site Internet","Intermarche","Tel. 03 85 31 09 46 -"
"13-15 rue de la Barre","Carrefour City Macon La Barre","Carrefour-City","http://www.carrefour.fr/magasin/city-macon-la-barre","Carrefour City Macon La Barre","http://images.grandes-enseignes.com/Carrefour-City.png","71000 Mâcon","Site Internet","Carrefour-City","Tel. 03 85 32 09 97 -"
"24 Rue Carnot,","PETIT CASINO Macon","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-569.html","PETIT CASINO Macon","http://images.grandes-enseignes.com/Petit-Casino.png","71000 Macon","Site Internet","Petit-Casino","Tel. 03 85 38 18 20 -"
"2 Place Saint Louis,","PETIT CASINO Macon","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-3097.html","PETIT CASINO Macon","http://images.grandes-enseignes.com/Petit-Casino.png","71000 Macon","Site Internet","Petit-Casino","Tel. 03 85 34 49 49 -"
"18 rue Lacretelle","Carrefour City Macon","Carrefour-City","http://www.carrefour.fr/magasin/city-macon","Carrefour City Macon","http://images.grandes-enseignes.com/Carrefour-City.png","71000 MACON","Site Internet","Carrefour-City","Tel. 03 85 21 97 01 -"
"Rue de la Chapelle","Carrefour Market Charnay les Mâcon","Carrefour-Market","http://www.carrefour.fr/magasin/market-charnay-les-macon","Carrefour Market Charnay les Mâcon","http://images.grandes-enseignes.com/Carrefour-Market.png","71850 CHARNAY LES MACON","Site Internet","Carrefour-Market","Tel. 03 85 20 54 54 -"
"194 Rue Carnot,","CASINO SHOP Macon","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4386.html","CASINO SHOP Macon","http://images.grandes-enseignes.com/Casino-Shop.png","71000 Macon","Site Internet","Casino-Shop","Tel. 03 85 35 79 70 -"
"1 Rue Mozart,","PETIT CASINO Macon","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-556.html","PETIT CASINO Macon","http://images.grandes-enseignes.com/Petit-Casino.png","71000 Macon","Site Internet","Petit-Casino","Tel. 03 85 29 20 88 -"
"Carrefour de l'Europe","Leader Price MACON","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=5898&ville=macon&cp=71000","Leader Price MACON","http://images.grandes-enseignes.com/Leader-Price.png","71000 MACON","Site Internet","Leader-Price","Tel. 03 85 39 43 54 -"
"Grande Rue,","CASINO SHOP Lugny","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4616.html","CASINO SHOP Lugny","http://images.grandes-enseignes.com/Casino-Shop.png","71260 Lugny","Site Internet","Casino-Shop","Tel. 03 85 33 22 05 -"
"Le Bourg,","VIVAL Cras Sur Reyssouze","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1269.html","VIVAL Cras Sur Reyssouze","http://images.grandes-enseignes.com/Vival.png","01340 Cras Sur Reyssouze","Site Internet","Vival","Tel. 04 74 25 92 60 -"
"29 Place De La Mairie,","VIVAL Polliat","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1281.html","VIVAL Polliat","http://images.grandes-enseignes.com/Vival.png","01310 Polliat","Site Internet","Vival","Tel. 04 74 30 40 03 -"
"LES LUYERS - CD 67","Carrefour Market MONTREVEL EN BRESSE","Carrefour-Market","http://www.carrefour.fr/magasin/market-montrevel-en-bresse","Carrefour Market MONTREVEL EN BRESSE","http://images.grandes-enseignes.com/Carrefour-Market.png","01340 MONTREVEL EN BRESSE","Site Internet","Carrefour-Market","Tel. 04 74 25 41 94 -"
"Avenue De Mâcon 200","Lidl Montrevel En Bresse","Lidl","http://www.lidl.fr/","Lidl Montrevel En Bresse","http://images.grandes-enseignes.com/Lidl.png","01340 Montrevel En Bresse","Site Internet","Lidl",NA
"Zac de la Chambière - Rue Louis Lépine","Leader Price VIRIAT","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7914&ville=viriat&cp=01440","Leader Price VIRIAT","http://images.grandes-enseignes.com/Leader-Price.png","01440 VIRIAT","Site Internet","Leader-Price","Tel. 04 74 22 14 66 -"
"16 Avenue de Marboz","Carrefour Market Bourg En Bresse Marboz","Carrefour-Market","http://www.carrefour.fr/magasin/market-bourg-en-bresse-marboz","Carrefour Market Bourg En Bresse Marboz","http://images.grandes-enseignes.com/Carrefour-Market.png","01000 BOURG EN BRESSE","Site Internet","Carrefour-Market","Tel. 04 74 23 92 81 -"
"360 rue du Capitaine Dhonne","E.Leclerc BRESSEDIS","Leclerc","http://www.e-leclerc.com/magasin/bressedis","E.Leclerc BRESSEDIS","http://images.grandes-enseignes.com/Leclerc.png","01000 BOURG EN BRESSE","Site Internet","Leclerc","Tel. 04 74 22 54 41 -"
"596, Avenue de Trévoux","Carrefour Market SAINT DENIS LES BOURG","Carrefour-Market","http://www.carrefour.fr/magasin/market-saint-denis-les-bourg","Carrefour Market SAINT DENIS LES BOURG","http://images.grandes-enseignes.com/Carrefour-Market.png","01000 SAINT DENIS LES BOURG","Site Internet","Carrefour-Market","Tel. 04 74 21 09 91 -"
"Zone des grandes","Leader Price BOURG EN BRESSE","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7599&ville=bourg-en-bresse&cp=01000","Leader Price BOURG EN BRESSE","http://images.grandes-enseignes.com/Leader-Price.png","01000 BOURG EN BRESSE","Site Internet","Leader-Price","Tel. 04 74 25 65 06 -"
"Cézille","INTERMARCHE SUPER Jayat","Intermarche","http://www.intermarche.com/magasin_accueil/sas-galvo-jayat-01340","INTERMARCHE SUPER Jayat","http://images.grandes-enseignes.com/Intermarche.png","01340 Jayat","Site Internet","Intermarche","Tel. 04 74 25 60 60 -"
"Rue De La Poste,","VIVAL Marboz","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-4698.html","VIVAL Marboz","http://images.grandes-enseignes.com/Vival.png","01851 Marboz","Site Internet","Vival","Tel. 04 74 22 37 55 -"
"Le Bourg,","VIVAL Foissiat","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-4627.html","VIVAL Foissiat","http://images.grandes-enseignes.com/Vival.png","01340 Foissiat","Site Internet","Vival","Tel. 04 74 52 30 77 -"
"10 cours de Verdun","Monoprix BOURG EN BRESSE","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-bourg-en-bresse-bourg-en-bresse-2826.html","Monoprix BOURG EN BRESSE","http://images.grandes-enseignes.com/Monoprix.png","01100 BOURG EN BRESSE","Site Internet","Monoprix","Tel. 04 74 22 39 52 -"
"5 Rue Samaritaine","Carrefour Market Bourg En Bresse Samaritaine","Carrefour-Market","http://www.carrefour.fr/magasin/market-bourg-en-bresse-samaritaine","Carrefour Market Bourg En Bresse Samaritaine","http://images.grandes-enseignes.com/Carrefour-Market.png","01100 BOURG EN BRESSE","Site Internet","Carrefour-Market","Tel. 04 74 23 61 02 -"
"1 boulevard John Kennedy","Casino BOURG EN BRESSE","Casino","http://www.supercasino.fr/-bourg-en-bresse-.html","Casino BOURG EN BRESSE","http://images.grandes-enseignes.com/Casino.png","01000 BOURG EN BRESSE","Site Internet","Casino",NA
"1bd John Kennedy","Casino Drive Bourg en Bresse","Casino-Drive","http://www.casinodrive.fr/ecommerce/GC-catalog/fr/WE01956/","Casino Drive Bourg en Bresse","http://images.grandes-enseignes.com/Casino-Drive.png","01000 Bourg en Bresse","Site Internet","Casino-Drive","Service: Drive"
"7 Rue Alphonse Baudin,","VIVAL Bourg En Bresse","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-4565.html","VIVAL Bourg En Bresse","http://images.grandes-enseignes.com/Vival.png","01000 Bourg En Bresse","Site Internet","Vival","Tel. 04 74 21 29 30 -"
"Avenue Charles de Gaulle - Boîte Postale 3","Carrefour Bourg en bresse","Carrefour","http://www.carrefour.fr/magasin/bourg-en-bresse","Carrefour Bourg en bresse","http://images.grandes-enseignes.com/Carrefour.png","01000 BOURG EN BRESSE","Site Internet","Carrefour","Tel. 04 74 50 30 00 -"
"56 rue du Stand","INTERMARCHE SUPER Bourg en Bresse","Intermarche","http://www.intermarche.com/magasin_accueil/sas-standval-bourg-en-bresse-01000","INTERMARCHE SUPER Bourg en Bresse","http://images.grandes-enseignes.com/Intermarche.png","01000 Bourg en Bresse","Site Internet","Intermarche","Tel. 04 74 32 12 50 -"
"Avenue Amédée Mercier 79-81","Lidl Bourg En Bresse","Lidl","http://www.lidl.fr/","Lidl Bourg En Bresse","http://images.grandes-enseignes.com/Lidl.png","01000 Bourg En Bresse","Site Internet","Lidl",NA
"Route De Chatillon","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","01290 Laiz","Site Internet","Magasins-U","Tel. 03 85 23 91 10 -"
"Route de Neuville - CD 80","Carrefour Market VONNAS","Carrefour-Market","http://www.carrefour.fr/magasin/market-vonnas","Carrefour Market VONNAS","http://images.grandes-enseignes.com/Carrefour-Market.png","01540 VONNAS","Site Internet","Carrefour-Market","Tel. 04 74 50 22 00 -"
"Place De La Mairie,","VIVAL Balan","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1134.html","VIVAL Balan","http://images.grandes-enseignes.com/Vival.png","01360 Balan","Site Internet","Vival","Tel. 04 72 25 41 60 -"
"Z.I des Chartinières Route de Jons","Leader Price DAGNEUX","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7695&ville=dagneux&cp=01120","Leader Price DAGNEUX","http://images.grandes-enseignes.com/Leader-Price.png","01120 DAGNEUX","Site Internet","Leader-Price","Tel. 04 37 26 93 18 -"
"Route De Geneve","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","01120 Montluel","Site Internet","Magasins-U","Tel. 04 78 06 26 78 -"
"168 route de Thil","INTERMARCHE SUPER La Boisse","Intermarche","http://www.intermarche.com/magasin_accueil/sa-boisse-distribution-boisse-01120","INTERMARCHE SUPER La Boisse","http://images.grandes-enseignes.com/Intermarche.png","01120 La Boisse","Site Internet","Intermarche","Tel. 04 78 06 32 66 -"
"Rue des diamants CD 55 ZC BOIS BERNET","INTERMARCHE SUPER Villette-D'anthon","Intermarche","http://www.intermarche.com/magasin_accueil/sas-anthorimel-villette-anthon-38280","INTERMARCHE SUPER Villette-D'anthon","http://images.grandes-enseignes.com/Intermarche.png","38280 Villette-D'anthon","Site Internet","Intermarche","Tel. 04 72 45 03 70 -"
"Rue Nationale 75","Lidl Jonage","Lidl","http://www.lidl.fr/","Lidl Jonage","http://images.grandes-enseignes.com/Lidl.png","69330 Jonage","Site Internet","Lidl",NA
"Boulevard Louis Pradel","Carrefour Market Jonage","Carrefour-Market","http://www.carrefour.fr/magasin/market-jonage","Carrefour Market Jonage","http://images.grandes-enseignes.com/Carrefour-Market.png","69330 JONAGE","Site Internet","Carrefour-Market","Tel. 04 72 02 26 40 -"
"251 Rue De La Mairie,","VIVAL Thil","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1129.html","VIVAL Thil","http://images.grandes-enseignes.com/Vival.png","01120 Thil","Site Internet","Vival","Tel. 04 72 25 52 96 -"
"1 Route De La Charriere,","PETIT CASINO St-maurice De Gourdans","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-3088.html","PETIT CASINO St-maurice De Gourdans","http://images.grandes-enseignes.com/Petit-Casino.png","01800 St-maurice De Gourdans","Site Internet","Petit-Casino","Tel. 04 37 63 20 97 -"
"Route De Genève 84","Lidl Beynost","Lidl","http://www.lidl.fr/","Lidl Beynost","http://images.grandes-enseignes.com/Lidl.png","01700 Beynost","Site Internet","Lidl",NA
"ZAC DES BATERSES","E.Leclerc BEYNOST","Leclerc","http://www.e-leclerc.com/magasin/beynost","E.Leclerc BEYNOST","http://images.grandes-enseignes.com/Leclerc.png","01700 BEYNOST","Site Internet","Leclerc","Tel. 04 72 01 32 01 -"
"Chemin des combes","E.Leclerc Drive Beynost","Leclerc-Drive","http://www.leclercdrive.fr/","E.Leclerc Drive Beynost","http://images.grandes-enseignes.com/Leclerc-Drive.png","01700 Saint-Maurice de Beynost","Site Internet","Leclerc-Drive","Service: Drive"
