Code U2A;Libellé U2A;Action menée;Adresse;latitude;longitude;result_address;result_score;result_type;result_id
U3010;Centre de distribution de Pont St Esprit;Centre de Distribution Alimentaire;Avenue Gaston Doumergue   30130 PONT ST ESPRIT;44.254648;4.645544;Avenue Gaston Doumergue 30130 Pont-Saint-Esprit;0.83;street;30202_0400_5f74f6
U3011;Centre de distribution de Saint Gilles;Centre de Distribution Alimentaire;Place de l'Hôtel de Ville BP 22  30510 GENERAC;43.727976;4.3481;Place de l'Hôtel de Ville 30510 Générac;0.79;street;30128_0240_028863
U3101;Centre de distribution Toulouse Mirail;Centre de Distribution Alimentaire;20 Rue Raymond IV UL Toulouse  31000 TOULOUSE;43.61014;1.447967;20 Rue Raymond IV 31000 Toulouse;0.69;housenumber;31555_7320_f5f0c4
U3102;Centre de distribution de Cugnaux;Centre de Distribution Alimentaire;20 Rue Raymond IV   31000 TOULOUSE;43.61014;1.447967;20 Rue Raymond IV 31000 Toulouse;0.94;housenumber;31555_7320_f5f0c4
U3103;Centre de distribution de Fonsorbes;Centre de Distribution Alimentaire;    ;;;;;;
U3104;Centre de distribution de Bessiere;Centre de Distribution Alimentaire;20, rue raymond IV   31660 BESSIERES;43.798876;1.601282;Rue Privât 31660 Bessières;0.46;street;31066_0200_b6c17b
U3201;Centre de distribution de Masseube;Centre de Distribution Alimentaire;16 avenue Elyse Duffréchou   32140 MASSEUBE;43.427777;0.578462;16 Avenue Élysée Duffrechou 32140 Masseube;0.9;housenumber;32242_0020_8d7be4
U3202;Centre distribution de Lombez;Centre de Distribution Alimentaire;rue La Ramondère   32220 LOMBEZ;43.471184;0.92899;Rue de la Ramondère 32220 Lombez;0.83;street;32213_0290_5b245d
U3203;Centre distribution de L'Isle Jourdain;Centre de Distribution Alimentaire;20, Boulevard CARNOT   32600 L ISLE JOURDAIN;43.61271;1.082631;20 Boulevard Carnot 32600 L'Isle-Jourdain;0.93;housenumber;32160_0160_e93de1
U3204;Centre distribution de Mirande;Centre de Distribution Alimentaire;19 rue du président Wilson   32300 MIRANDE;43.514946;0.405941;19 Rue du Président Wilson 32300 Mirande;0.93;housenumber;32256_1060_9af07d
U33;DD Gironde;Distribution de chèques;130, Cours ALSACE LORRAINE   33000 BORDEAUX;44.83736;-0.575797;130 Cours d'Alsace et Lorraine 33000 Bordeaux;0.84;housenumber;33063_XXXX_dcd327
U3301;Centre de distribution Arcachon;Centre de Distribution Alimentaire;38, Rue DE LATTRE DE TASSIGNY   33120 ARCACHON;44.6607;-1.172585;38 Rue du Maréchal de Lattre de Tassigny 33120 Arcachon;0.73;housenumber;33009_XXXX_a5fead
U3302;Centre de distribution Bègles;Centre de Distribution Alimentaire;2 rue Francis de Pressensé   33130 BEGLES;44.807516;-0.553751;2 Rue Francis de Pressense 33130 Bègles;0.93;housenumber;33039_0840_9e22b8
U3303;Centre de distribution Bordeaux Bastide;Centre de Distribution Alimentaire;16 Cours Le Rouzic   33100 Bordeaux;44.844008;-0.551814;16 Cours le Rouzic 33100 Bordeaux;0.94;housenumber;33063_5425_a63ec6
U3304;FERME CD Bordeaux Bacalan;Centre de Distribution Alimentaire;78 Rue Delord   33300 Bordeaux;44.860999;-0.559941;78 Rue Delord 33300 Bordeaux;0.94;housenumber;33063_2555_fe14cb
U3305;Espace bébé maman Bordeaux;Espace bébé maman;16 cours de rouzic   33100 Bordeaux;44.844008;-0.551814;16 Cours le Rouzic 33100 Bordeaux;0.83;housenumber;33063_5425_a63ec6
U3306;Distribution CAP Bouscat-Bruges;Distribution de chèques;384, Avenue de la libération   33110 LE BOUSCAT;44.869186;-0.609729;384 Avenue de la Libération Charles de Gaulle 33110 Le Bouscat;0.66;housenumber;33069_XXXX_280957
U3307;Distribution CAP Coutras;Distribution de chèques;68 bis, Rue JUSTIN LUQUOT   33230 COUTRAS;45.039749;-0.118535;68BIS Avenue Justin Luquot 33230 Coutras;0.72;housenumber;33138_0460_a902df
U3308;Distribution CAP Pessac;Distribution de chèques;13bis, Avenue PIERRE WIEHN   33600 PESSAC;44.80128;-0.631224;13BIS Avenue Pierre Wiehn 33600 Pessac;0.93;housenumber;33318_2710_5069a5
U3309;Distribution CAP Eysines;Distribution de chèques;HAUTS DE L'HIPPODROME BATIMENT 2 Rue DES TREYTINS  33320 EYSINES;44.881889;-0.630278;2 Rue des Treytins 33320 Eysines;0.46;housenumber;33162_0570_790f15
U3310;FERMER - CD Villenave d'Ornon;Centre de Distribution Alimentaire;593, Route DE TOULOUSE   33140 VILLENAVE D ORNON;44.782263;-0.566097;593 Route de Toulouse 33140 Villenave-d'Ornon;0.93;housenumber;33550_1440_96059d
U3311;Centre Distribution de St Loubès;Centre de Distribution Alimentaire;Z.I La Lande 18 Chemin de Barateau  33450 St Loubes;44.924131;-0.462551;18 Chemin de Barateau 33450 Saint-Loubès;0.6;housenumber;33433_0051_cf7293
U3312;Distribution CAP Merignac;Distribution de chèques;13, Avenue DU CHATEAU D'EAU   33700 MERIGNAC;44.852808;-0.646259;13 Avenue du Château d'Eau 33700 Mérignac;0.93;housenumber;33281_0630_089665
U3313;FERMER - CD Merignac;Centre de Distribution Alimentaire;13, Avenue DU CHATEAU D'EAU   33700 MERIGNAC;44.852808;-0.646259;13 Avenue du Château d'Eau 33700 Mérignac;0.93;housenumber;33281_0630_089665
U3314;Centre distribution Sainte-Foy-la-Grande;Centre de Distribution Alimentaire;19 rue Chanzy   33220 Sainte-Foy-la-Grande;44.84067;0.215994;19 Rue Chanzy 33220 Sainte-Foy-la-Grande;0.93;housenumber;33402_0030_ac16f1
U3315;Centre de distribution de Langon;Centre de Distribution Alimentaire;17 Cours Fossés   33210 Langon;44.555546;-0.248295;17 Cours des Fosses 33210 Langon;0.81;housenumber;33227_0560_7c573f
U3316;FERME CD de Libourne;Centre de Distribution Alimentaire;75, Avenue DE L'EPINETTE   33500 LIBOURNE;44.911124;-0.230398;75 Avenue de l'Épinette 33500 Libourne;0.94;housenumber;33243_0430_0ec45b
U3317;Epicerie sociale d'Arcachon;Epicerie sociale;35 bis cours Tartas   33120 ARCACHON;44.660536;-1.172325;35BIS Cours Tartas 33120 Arcachon;0.85;housenumber;33009_2170_5f552f
U3318;Centre de distibution de Macau;Centre de Distribution Alimentaire;4 rue du Château d'Agassac   33290 LUDON MEDOC;44.969887;-0.611244;4 Rue du Château d'Agassac 33290 Ludon-Médoc;0.91;housenumber;33256_0305_f05b22
U3401;Centre distribution Balaruc les Bains;Centre de Distribution Alimentaire;L'Espace Solidarité Enfance   34540 Balaruc les Bains;;;;;;
U3402;Centre de distribution Pezenas;Centre de Distribution Alimentaire;11 rue Louis Blanc   34120 PEZENAS;43.458546;3.421937;11 Rue Louis Blanc 34120 Pézenas;0.92;housenumber;34199_0740_b83d5b
U3403;Centre distribution de Montpellier;Centre de Distribution Alimentaire;3, Boulevard HENRI IV   34000 MONTPELLIER;43.61458;3.873495;3 Boulevard Henri IV 34000 Montpellier;0.94;housenumber;34172_2805_a0c831
U3404;Epicerie sociale de Gignac;Epicerie sociale;4 place de Verdun BP46  34150 GIGNAC;43.652625;3.551835;4 Place de Verdun 34150 Gignac;0.79;housenumber;34114_0166_6fa77e
U3405;Accueil de jour de Montpellier;Accueil de jour;3 Bd Henri IV   34000 MONTPELLIER;43.61458;3.873495;3 Boulevard Henri IV 34000 Montpellier;0.72;housenumber;34172_2805_a0c831
U3406;A DEFINIR  CD Frontignan;Centre de Distribution Alimentaire;7 Rue de la raffinerie   34110 Frontignan;43.443247;3.758272;7 Rue de la Raffinerie 34110 Frontignan;0.92;housenumber;34108_0755_b3c024
U3407;Distribution CAP Lodeve;Distribution de chèques;Délégation de Lodeve BP 86  34701 LODEVE Cedex;43.736931;3.300927;Chemin de Bellevue 34700 Lodève;0.33;street;34142_0145_7bbced
U3408;Epicerie sociale de Frontignan;Epicerie sociale;7 Rue de la raffinerie   34110 FRONTIGNAN;43.443247;3.758272;7 Rue de la Raffinerie 34110 Frontignan;0.92;housenumber;34108_0755_b3c024
U3409;Centre de distribution de Vias;Centre de Distribution Alimentaire;BP 24   34450 VIAS;43.311773;3.41837;Rue Carnot 34450 Vias;0.37;street;34332_0070_d49ba5
U35;DD Ille et Vilaine;Distribution de chèques;4, rue de la Sauvaie   35000 RENNES;48.095822;-1.633986;4 Rue de la Sauvaie 35000 Rennes;0.94;housenumber;35238_8971_f992f5
U3501;Centre de distribution de Redon;Centre de Distribution Alimentaire;28 rue St Michel   35600 REDON;47.653014;-2.07757;28 Rue Saint-Michel 35600 Redon;0.79;housenumber;35236_1180_0eb2b0
U3502;Centre de distribution Rennes;Centre de Distribution Alimentaire;4 rue Sauvaie   35000 RENNES;48.095822;-1.633986;4 Rue de la Sauvaie 35000 Rennes;0.76;housenumber;35238_8971_f992f5
U3503;FERMER PAB de Rennes;Point alimentation bébé;4 rue Sauvaie   35000 RENNES;48.095822;-1.633986;4 Rue de la Sauvaie 35000 Rennes;0.76;housenumber;35238_8971_f992f5
U3504;Samu social de Rennes;Samu social;66-68 rue Dupont des Loges   35000 RENNES;48.108846;-1.670043;Rue Dupont des Loges 35000 Rennes;0.8;street;35238_2700_84aaa3
U3601;Centre de distribution d'Issoudun;Centre de Distribution Alimentaire;4, avenue de Chinault   36100 Issoudun;46.949765;1.984904;4 Avenue de Chinault 36100 Issoudun;0.94;housenumber;36088_0800_24ee02
U3602;Centre de distribution d' Aigurande;Centre de Distribution Alimentaire;22 Avenue Rollinot   36140 Aigurande;46.432114;1.823478;Avenue Maurice Rollinat 36140 Aigurande;0.61;street;36001_XXXX_d32c3a
U3603;Centre de distribution de Chateauroux;Centre de Distribution Alimentaire;82 Boulevard George Sand   36000 CHATEAUROUX;46.807375;1.68623;82 Boulevard George Sand 36000 Châteauroux;0.94;housenumber;36044_1280_2e3f12
U3701;Epicerie sociale de Joué les Tours;Epicerie sociale;6 rue Pasteur   37300 JOUE LES TOURS;47.353085;0.660864;6 Rue Pasteur 37300 Joué-lès-Tours;0.92;housenumber;37122_1340_e1288e
U3702;Epicerie sociale Tours;Epicerie sociale;13 rue Guynemer   37000 TOURS;47.380666;0.704576;13 Rue Guynemer 37000 Tours;0.93;housenumber;37261_2415_c6dcd2
U3703;Centre de distribution L'ile Bouchard;Centre de Distribution Alimentaire;15, place Bouchard   37220 L'ile Bouchard;47.119887;0.425042;Place Bouchard 37220 L'Île-Bouchard;0.85;street;37119_XXXX_4ab4e5
U3704;Centre de distribution de Chinon;Centre de Distribution Alimentaire;16 rue Paul HUET   37500 Chinon;47.167025;0.252275;16 Rue Paul Huet 37500 Chinon;0.93;housenumber;37072_1040_0e3a08
U3705;Epicerie sociale La Rouchouze Langeais;Epicerie sociale;DL de Bourgeuil Langeais BP 29   37140 Bourgueil;;;;;;
U3706;Epicerie sociale Descartes;Epicerie sociale;2 Avenue de la gare CRF Antenne Descartes  37160 Descartes;46.975022;0.695136;2 Avenue de la Gare 37160 Descartes;0.56;housenumber;37115_0260_dcd2e3
U3707;Epicerie sociale de Preuilly sur Claise;Epicerie sociale;15 rue Saint Pierre   37290 Previlly sur Claise;46.85429;0.93103;15 Rue Saint-Pierre 37290 Preuilly-sur-Claise;0.84;housenumber;37189_0275_1f5403
U3708;Epicerie sociale de Ligueil;Epicerie sociale;Place de la maire  Centre social 37240 Ligueil;;;;;;
U3709;Epicerie sociale le Grand Pressigny;Epicerie sociale;2 chemin des Roches   37350 Le Grand Pressigny;46.918223;0.807824;2 Chemin des Roches 37350 Le Grand-Pressigny;0.92;housenumber;37113_0091_8e5efd
U3710;Centre de Distribution de Sainte Maure;Centre de Distribution Alimentaire;1 RUE DU BON VALET   37800 Sainte Maure de Touraine;47.11095;0.617521;1 Rue du Bon Valet 37800 Sainte-Maure-de-Touraine;0.92;housenumber;37226_0045_c271d5
U3711;Centre distribution St Etienne de Chigny;Centre de Distribution Alimentaire;4 route de Beauvais   37230 ST ETIENNE DE CHIGNY;47.384907;0.526621;4 Route de Beauvais 37230 Saint-Étienne-de-Chigny;0.82;housenumber;37217_0060_c239bf
U3712;Centre de distribution Azay le Rideau;Centre de Distribution Alimentaire;25 Avenue de la gare   37190 AZAY LE RIDEAU;47.26345;0.455181;25 Avenue de la Gare 37190 Azay-le-Rideau;0.93;housenumber;37014_0260_a5030a
U3713;Centre distribution Cinq-mars-la-pile;Centre de Distribution Alimentaire;8 rue de la gare   37130 CINQ MARS LA PILE;47.345455;0.45859;5 Rue de la Gare 37130 Cinq-Mars-la-Pile;0.87;housenumber;37077_0125_394de8
U3714;Centre de distribution Tours S/Francisco;Centre de Distribution Alimentaire;38-40 rue San francisco   37000 TOURS;47.383956;0.680856;Rue San Francisco 37000 Tours;0.78;street;37261_4520_30b501
U3715;Centre de distribution Tours-Bretonneau;Centre de Distribution Alimentaire;25 rue du docteur Bretonneau   37000 TOURS;47.395184;0.680266;25 Rue du Docteur Bretonneau 37000 Tours;0.93;housenumber;37261_1467_442c1c
U3716;Centre de distribution de Tours;Centre de Distribution Alimentaire;13 rue Guynemer   37000 TOURS;47.380666;0.704576;13 Rue Guynemer 37000 Tours;0.93;housenumber;37261_2415_c6dcd2
U38;DD d'Isère;Distribution de chèques;4 Rue Kleber   38000 GRENOBLE;45.184291;5.721999;4 Rue Kléber 38000 Grenoble;0.93;housenumber;38185_4100_046fd1
U3801;Centre distribution de Grenoble;Centre de Distribution Alimentaire;4 rue Kleber   38000 GRENOBLE;45.184291;5.721999;4 Rue Kléber 38000 Grenoble;0.93;housenumber;38185_4100_046fd1
U3802;Samu social de Grenoble;Samu social;4 rue Kleber   38000 GRENOBLE;45.184291;5.721999;4 Rue Kléber 38000 Grenoble;0.93;housenumber;38185_4100_046fd1
U3803;Centre distribution St Quentin Fallavier;Centre de Distribution Alimentaire;rue de Merlet   38070 St Quentin Fallavier;45.633124;5.112186;Rue de Merlet 38070 Saint-Quentin-Fallavier;0.81;street;38449_0310_8d3bd9
U3804;Distribution CAP de Crolles;Distribution de chèques;131 rue de la Tuilerie   38920 CROLLES;45.27439;5.890937;131 Rue de la Tuilerie 38920 Crolles;0.91;housenumber;38140_0614_fdeef0
U3805;Centre distribution de Vienne;Centre de Distribution Alimentaire;22 rue Voltaire   38200 Vienne;45.522239;4.87287;22 Rue Voltaire 38200 Vienne;0.93;housenumber;38544_2190_f4666e
U3806;Centre distribution de Verpillière;Centre de Distribution Alimentaire;Ancienne Caserne des Pompiers avenue  Lesdiguières  38290 Verpillière;;;;;;
U3807;Centre de distribution de Voiron;Centre de Distribution Alimentaire;5-7 rue Genevoise   38500 Voiron;45.366851;5.593496;7 Rue Genevoise 38500 Voiron;0.86;housenumber;38563_0630_b13742
U3808;Centre distribution Pont de Beauvoisin;Centre de Distribution Alimentaire;31 Avenue de la Folatière   38480 PONT DE BEAUVOISIN;45.536677;5.659742;31 Avenue de la Folatière 38480 Le Pont-de-Beauvoisin;0.87;housenumber;38315_0190_01c65c
U3809;Centre distribution de La Tour du Pin;Centre de Distribution Alimentaire;129 rue d'Italie BP 146   38110 LA TOUR DU PIN;45.560387;5.455516;129 Rue d'Italie 38110 La Tour-du-Pin;0.79;housenumber;38509_0430_04fe10
U3810;Samu social d'Echirolles;Samu social;56 avenue de la République   38130 ECHIROLLES;45.142621;5.729768;56 Avenue de la République 38130 Échirolles;0.93;housenumber;38151_0550_4b521f
U3811;Centre de distribution Villefontaine;Centre de Distribution Alimentaire;Les Roches   38090 VILLEFONTAINE;45.601321;5.181436;Allée des Pervenches 38090 Villefontaine;0.58;street;38553_0202_e2bc88
U3812;Centre distribution de St Marcellin;Centre de Distribution Alimentaire;6 Place du Souvenir Français   38160 St Marcellin;45.154187;5.322773;6 Place du Souvenir Français 38160 Saint-Marcellin;0.83;housenumber;38416_1135_1d5e32
U3813;Centre Distribution Bourgoin Jallieu;Centre de Distribution Alimentaire;22 AVENUE DE CHAMP FLEURI   38300 BOURGOIN JALLIEU;45.602964;5.270831;22 Avenue de Champ Fleuri 38300 Bourgoin-Jallieu;0.93;housenumber;38053_0166_ad02a2
U3814;Samu social Bourgoin Jallieu;Samu social;22bis avenue de Champfleuri   38300 Bourgoin Jallieu;45.615254;5.279663;22BIS Chemin de Mozas 38300 Bourgoin-Jallieu;0.5;housenumber;38053_0627_1eeeaa
U3815;Centre distribution Rives;Centre de Distribution Alimentaire;75 rue Sadi Carnot   38140 Rives;45.349689;5.500596;Rue Sadi Carnot 38140 Rives;0.83;street;38337_0320_fdd380
U3816;Distribution CAP de La Mure;Distribution de chèques;25 Rue Cotte Rouge   38350 La Mure;44.904521;5.78655;25 Rue Cotte Rouge 38350 La Mure;0.92;housenumber;38269_0210_866fd8
U3901;FERME ****CD Bletterans****;Centre de Distribution Alimentaire;20 rue de la demi lune   39140 Bletterans;46.74455;5.45377;20 Rue de la Demi-Lune 39140 Bletterans;0.92;housenumber;39056_0100_73b2b7
U3902;Centre de distribution de Arinthod;Centre de Distribution Alimentaire;Mairie Arinthod   39240 Arinthod;46.393938;5.565879;Cour de la Mairie 39240 Arinthod;0.46;street;39016_0182_7ad636
U3903;Centre de distribution de Lons le Saunie;Centre de Distribution Alimentaire;71 rue saint Desire   39000 LONS LE SAUNIER;46.670107;5.548536;71 Rue Saint-Désiré 39000 Lons-le-Saunier;0.94;housenumber;39300_0940_172eaf
U3904;Centre de distribution Orgelet;Centre de Distribution Alimentaire;24 rue de la république   39270 Orgelet;46.522275;5.613385;24 Rue de la République 39270 Orgelet;0.92;housenumber;39397_0410_8304d3
U3905;Centre de distribution de Saint Amour;Centre de Distribution Alimentaire;2 allée des capucins   39160 Saint Amour;46.439468;5.342299;2 Allée des Capucins 39160 Saint-Amour;0.92;housenumber;39475_0200_9bdc59
U3906;Centre de distribution d'Arbois;Centre de Distribution Alimentaire;10, rue de l'hotel de ville   39600 ARBOIS;46.902668;5.772358;10 Rue de l'Hôtel de Ville 39600 Arbois;0.92;housenumber;39013_0800_df0307
U3907;Epicerie sociale de Bletterans;Epicerie sociale;20, rue de la demi-lune   39140 BLETTERANS;46.74455;5.45377;20 Rue de la Demi-Lune 39140 Bletterans;0.92;housenumber;39056_0100_73b2b7
U40;DD des Landes;Distribution de chèques;243, Chemin de l'évasion   40000 MONT DE MARSAN;43.888535;-0.483022;243 Chemin de l'Évasion 40000 Mont-de-Marsan;0.93;housenumber;40192_0783_00e056
U4001;Centre de distribution de Mont de Marsan;Centre de Distribution Alimentaire;243 chemin de l'évasion   40000 MONT DE MARSAN;43.888535;-0.483022;243 Chemin de l'Évasion 40000 Mont-de-Marsan;0.93;housenumber;40192_0783_00e056
U4002;Samu social de Peyrehorade;Samu social;Maison la Douga Délégation locale pays d'Orthe  40300 CAUNEILLE;;;;;;
U4003;Distribution CAP Dax;Centre de Distribution Alimentaire;Plateforme sociale   40100 DAX;;;;;;
U4004;Distribution CAP St Vincent Tyrosse;Centre de Distribution Alimentaire;Place Tourren   40230 ST VINCENT DE TYROSSE;43.659645;-1.312113;Avenue de Tourren 40230 Saint-Vincent-de-Tyrosse;0.63;street;40284_0258_aaf8ae
U4005;Distribution CAP de Parentis en Born;Centre de Distribution Alimentaire;Maison des associations   40160 PARENTIS EN BORN;;;;;;
U4006;Distribution CAP de St Martin Seignanx;Centre de Distribution Alimentaire;Mairie   40390 ST MARTIN DE SEIGNANX;43.544959;-1.386301;Place de la Mairie 40390 Saint-Martin-de-Seignanx;0.61;street;40273_0880_4eb4de
U4007;Distribution CAP de Mont de Marsan;Centre de Distribution Alimentaire;243 chemin évasion   40000 MONT DE MARSAN;43.888535;-0.483022;243 Chemin de l'Évasion 40000 Mont-de-Marsan;0.82;housenumber;40192_0783_00e056
U4101;Centre distribution itinérant Vendôme;Centre de Distribution Alimentaire;21 rue du Commandant Verrier   41100 VENDOME;47.798698;1.063142;21 Rue du Commandant Verrier 41100 Vendôme;0.93;housenumber;41269_0520_e1a1b2
U4201;Centre de distribution de St Etienne;Centre de Distribution Alimentaire;47 rue Gauthier Dumont   42100 St ETIENNE;45.435534;4.418615;47 Rue Gauthier Dumont 42100 Saint-Étienne;0.83;housenumber;42218_XXXX_17e30d
U4202;Centre de distribution de Montbrison;Centre de Distribution Alimentaire;7bis rue Marguerite Fournier   42600 MONTBRISON;45.605656;4.067522;Rue Marguerite Fournier 42600 Montbrison;0.83;street;42147_1500_95af31
U4203;Centre de distribution Sury-le-Comtal;Centre de Distribution Alimentaire;3 Place Louis Giraudier   42450 SURY LE COMTAL;45.539376;4.183431;3 Place Louis Girodier 42450 Sury-le-Comtal;0.81;housenumber;42304_XXXX_3aa3e5
U4204;Centre de distribution de Firminy;Centre de Distribution Alimentaire;10 rue Lamartine  10 rue Lamartine 42700 FIRMINY;45.38807;4.284785;10 Rue Lamartine 42700 Firminy;0.59;housenumber;42095_1080_d7d5d1
U4205;Centre de distribution de Veauche;Centre de Distribution Alimentaire;35 avenue Irénée Laurent   42340 VEAUCHE;45.568289;4.294867;35 Avenue Irénée Laurent 42340 Veauche;0.92;housenumber;42323_0240_de3406
U4301;Centre Distribution de Puy en Velay;Centre de Distribution Alimentaire;3 Rue Charles VII   43000 Puy en Velay;45.044683;3.879644;3 Rue Charles VII 43000 Le Puy-en-Velay;0.86;housenumber;43157_0510_c4098c
U4302;Centre de Distribution de Saint Sigolène;Centre de Distribution Alimentaire;MAIRE PP J SALQUE   43600 SAINTE SIGOLENE;;;;;;
U4303;Centre de Distribution de Bas en Basset;Centre de Distribution Alimentaire;MAIRIE DE BAS EN BASSET   43210 BAS EN BASSET;45.305619;4.110181;Place de la Mairie 43210 Bas-en-Basset;0.51;street;43020_0180_1df3b7
U44;DD Loire-Atlantique;Distribution de chèques;1 place Beaumanoir   44000 NANTES;47.212693;-1.571747;1 Place Beaumanoir 44100 Nantes;0.82;housenumber;44109_0648_4128db
U4401;Centre de distribution du Pontchâteau;Centre de Distribution Alimentaire;27 rue Nantaise   44160 Pontchâteau;47.437122;-2.08591;27 Rue Nantaise 44160 Pontchâteau;0.93;housenumber;44129_0360_0894a5
U4402;Centre de distribution Vallet;Centre de Distribution Alimentaire;5 rue de la Bourie   44330 Vallet;47.158646;-1.26588;5 Rue de la Bourie 44330 Vallet;0.92;housenumber;44212_0202_82dd32
U4403;Centre de distribution Rezé;Centre de Distribution Alimentaire;64bis rue Emile Zola   44400 Rezé;47.191031;-1.562941;64BIS Rue Émile Zola 44400 Rezé;0.93;housenumber;44143_1160_a0036c
U4404;Centre de distribution Nantes Trébuchet;Centre de Distribution Alimentaire;13, Place SOPHIE TREBUCHET   44000 NANTES;47.220168;-1.545121;13 Place Sophie Trébuchet 44000 Nantes;0.93;housenumber;44109_7939_07b51b
U4405;Centre de distribution Batz sur Mer;Centre de Distribution Alimentaire;place du Murier   44740 BATZ SUR MER;47.276466;-2.480441;Place du Mûrier 44740 Batz-sur-Mer;0.91;street;44010_1360_2fae8f
U4406;Epicerie sociale de Carquefou;Epicerie sociale;8 Rue Petites Industries   44470 Carquefou;47.26578;-1.492607;8 Rue des Petites Industries 44470 Carquefou;0.84;housenumber;44026_3327_8cc347
U4407;Centre distribution de St Nazaire;Centre de Distribution Alimentaire;16 rue Mme de Sévigné   44600 ST NAZAIRE;47.285376;-2.207239;16 Rue de Sévigné 44600 Saint-Nazaire;0.73;housenumber;44184_XXXX_f6993e
U4408;Centre de distribution de Paimboeuf;Centre de Distribution Alimentaire;7 rue Pierre Chevry   44560 Paimboeuf;47.286173;-2.030214;Rue Pierre Chevry 44560 Paimbœuf;0.87;street;44116_0310_e384e3
U4409;Centre de  distribution de St Michel C/C;Centre de Distribution Alimentaire;8 Rue des Tonneliers   44730 St Michel Chef Chef;47.170819;-2.14611;8 Rue des Tonneliers 44730 Saint-Michel-Chef-Chef;0.82;housenumber;44182_2710_358c03
U4410;Distribution CAP Ancenis;Distribution de chèques;524 rue Urien   44150 ANCENIS;47.3707;-1.186899;524 Rue René Urien 44150 Ancenis;0.79;housenumber;44003_0990_fcf300
U4411;Distribution de CAP de Chateaubriant;Distribution de chèques;26 rue des Etats Unis   44110 Chateaubriant;47.702661;-1.389456;Rue des États-Unis 44110 Châteaubriant;0.86;street;44036_XXXX_f6b89a
U4412;Centre de distribution de Savenay;Centre de Distribution Alimentaire;3 rue des Fauvettes   44260 SAVENAY;47.361874;-1.938129;3 Rue des Fauvettes 44260 Savenay;0.92;housenumber;44195_0280_009959
U4413;Centre distribution de la Turballe;Centre de Distribution Alimentaire;Salle Francois-Marie LEBRUN rue de la Fontaine  44420 La Turballe;;;;;;
U4414;Centre distribution de Guérande;Centre de Distribution Alimentaire;1 avenue  de la Briere   44350 Guérande;47.331276;-2.423233;Avenue de la Brière 44350 Guérande;0.87;street;44069_0450_d7d2fb
U4415;Centre distribution de Croisic;Centre de Distribution Alimentaire;Rue du Grand Lin   44490 LE CROISIC;47.295561;-2.514925;Rue du Grand Lin 44490 Le Croisic;0.92;street;44049_XXXX_d6a6ed
U4416;A DEFINIR;Epicerie sociale;17 rue waldeck Rousseau   44130 Blain;47.477028;-1.76685;17 Rue P Waldeck Rousseau 44130 Blain;0.87;housenumber;44015_1124_475f72
U4417;Distribution ambulante St Nazaire;Centre de Distribution Alimentaire;16 rue Madame de Sévigné   44600 SAINT NAZAIRE;47.285376;-2.207239;16 Rue de Sévigné 44600 Saint-Nazaire;0.78;housenumber;44184_XXXX_f6993e
U4418;Centre de distribution de Blain;Centre de Distribution Alimentaire;7 rue de la Marsolais   44130 BLAIN;47.48032;-1.748907;7 Rue de la Marsollais 44130 Blain;0.89;housenumber;44015_1153_d59800
U4419;Centre distribution Grandchamp Fontaines;Centre de Distribution Alimentaire;  11 Rue du Perray 44119 Grandchamp des Fontaines;47.364158;-1.603708;11 Rue du Perray 44119 Grandchamps-des-Fontaines;0.86;housenumber;44066_0142_1f39f1
U4501;Centre de distribution d'Orléans;Centre de Distribution Alimentaire;69bis rue des Anguignis   45650 St Jean le Blanc;47.884611;1.912661;69BIS Rue des Anguignis 45650 Saint-Jean-le-Blanc;0.83;housenumber;45286_0060_9e0e9e
U4502;Samu social d'Orléans;Samu social;69 bis rue des Anguignis   45650 ST JEAN LE BLANC;47.884611;1.912661;69BIS Rue des Anguignis 45650 Saint-Jean-le-Blanc;0.78;housenumber;45286_0060_9e0e9e
U4503;Centre distribution de Montargis;Centre de Distribution Alimentaire;105 rue Coquillet   45200 Montargis;47.9881;2.732573;105 Rue André Coquillet 45200 Montargis;0.79;housenumber;45208_0120_cd97ba
U4504;Centre distribution de St Jean le Blanc;Centre de Distribution Alimentaire;  69 Bis rue des Anguignis 45650 ST JEAN LE BLANC;47.884611;1.912661;69BIS Rue des Anguignis 45650 Saint-Jean-le-Blanc;0.78;housenumber;45286_0060_9e0e9e
U46;DD du Lot;Distribution de chèques;175, Rue EMILE ZOLA   46000 CAHORS;44.452607;1.438122;175 Rue Émile Zola 46000 Cahors;0.94;housenumber;46042_1110_7696fd
U4601;Centre de distribution de Saint-Céré;Centre de Distribution Alimentaire;4 Place Léon Gambetta   46400 ST CERE;44.859705;1.888532;4 Place Gambetta 46400 Saint-Céré;0.68;housenumber;46251_0156_b7d903
U4602;Centre de distribution de Cahors;Centre de Distribution Alimentaire;DL de la Croix-Rouge 175 rue Emile Zola  46000 CAHORS;44.452607;1.438122;175 Rue Émile Zola 46000 Cahors;0.56;housenumber;46042_1110_7696fd
U4603;Samu social de Cahors;Samu social;175 rue Emile Zola   46000 CAHORS;44.452607;1.438122;175 Rue Émile Zola 46000 Cahors;0.94;housenumber;46042_1110_7696fd
U4604;Centre de distribution de Figeac;Centre de Distribution Alimentaire;12 avenue Marcenac Casimir   46100 Figeac;44.612481;2.030778;12 Avenue Casimir Marcenac 46100 Figeac;0.93;housenumber;46102_0400_081e03
