Code U2A;Libellé U2A;Action menée;Adresse;latitude;longitude;result_address;result_score;result_type;result_id
U6209;Centre distribution d'Auchel;Centre de Distribution Alimentaire;Centre Accueil  André Mancey  62260 Auchel;50.504163;2.467194;Place André Mancey 62260 Auchel;0.64;street;62048_0053_4bbf76
U6210;Centre distribution de Bethune;Centre de Distribution Alimentaire;CENTRE JEAN MONNET II Place DE L'EUROPE B.P. 362 62400 BETHUNE;;;;;;
U6211;Centre distribution  St Pol sur Ternoise;Centre de Distribution Alimentaire;12 rue de Fruges   62130 Saint Pol sur Ternoise;50.381893;2.333588;12 Rue de Fruges 62130 Saint-Pol-sur-Ternoise;0.92;housenumber;62767_0270_deb9f4
U6212;Centre de distribution Méricourt;Centre de Distribution Alimentaire;Rue Pasteur Maison de la solidarité  62680 MERICOURT;;;;;;
U6213;Centre de Distribution de Berck;Centre de Distribution Alimentaire;81 rue Rothschild   62600 BERCK SUR MER;50.409692;1.565026;81 Rue Rothschild 62600 Berck;0.73;housenumber;62108_1560_6d97f0
U6301;Centre de distribution d'Issoire;Centre de Distribution Alimentaire;17 avenue Jean Jaurès   63500 ISSOIRE;45.547828;3.256033;17 Avenue Jean Jaurès 63500 Issoire;0.93;housenumber;63178_0853_8ed4c1
U6302;Centre de distribution de Riom;Centre de Distribution Alimentaire;2 avenue Antoine CAUX   63200 RIOM;45.889486;3.110588;2 Avenue Antoine Caux 63200 Riom;0.93;housenumber;63300_0090_bc12fd
U6303;Centre Distribution Clermont Ferrand;Centre de Distribution Alimentaire;23 boulevard Jean Moulin   63000 CLERMONT FERRAND;45.778825;3.117033;23 Boulevard Jean Moulin 63000 Clermont-Ferrand;0.94;housenumber;63113_2472_d72250
U6401;Centre de distribution d'Hendaye;Centre de Distribution Alimentaire;10 rue de la Halle   64700 Hendaye;43.360183;-1.774076;10 Rue de la Halle 64700 Hendaye;0.92;housenumber;64260_1140_b79784
U6402;Centre distribution Saint Jean de Luz;Centre de Distribution Alimentaire;Pavillon Henry Dunant- Allée Per   64500 Saint Jean de Luz;;;;;;
U6403;Epicerie sociale de Bayonne;Epicerie sociale;58 allée Marines   64100 BAYONNE;43.499493;-1.489833;58 Avenue des Allées Marines 64100 Bayonne;0.67;housenumber;64102_XXXX_42a296
U6404;Centre de distribution de Biarritz;Centre de Distribution Alimentaire;16 avenue d'Etienne   64200 BIARRITZ;43.487603;-1.545313;16 Avenue d'Étienne 64200 Biarritz;0.93;housenumber;64122_0590_be99ce
U6405;Epicerie sociale de Pau Coupfin;Epicerie sociale;15-17 rue Bernadotte   64000 PAU;43.297369;-0.373256;17 Rue Bernadotte 64000 Pau;0.84;housenumber;64445_0530_50db68
U6406;Epicerie sociale d'Orthez;Epicerie sociale;10 avenue Kennedy   64300 ORTHEZ;43.487299;-0.766006;10 Avenue du Président Kennedy 64300 Orthez;0.64;housenumber;64430_0650_4a8cba
U6501;Centre distribution de Lourdes;Centre de Distribution Alimentaire;54, Rue DU BOURG   65100 LOURDES;43.097283;-0.04785;54 Rue du Bourg 65100 Lourdes;0.93;housenumber;65286_0340_36d71a
U6502;Centre distribution de Tarbes;Centre de Distribution Alimentaire;Impasse des Cerisiers   65000 TARBES;43.252564;0.073198;Impasse des Cerisiers 65000 Tarbes;0.93;street;65440_0606_3ab212
U6503;Centre distribution de Maubourguet;Centre de Distribution Alimentaire;50 Rue Aveilhe   65700 MAUBOURGUET;43.470284;0.033738;Rue Ferdinand Aveilhe 65700 Maubourguet;0.63;street;65304_0115_c32ab1
U6504;Centre distribution Bagnères de Bigorre;Centre de Distribution Alimentaire;1 rue Latécoère   65200 Bagnères de Bigorre;43.070698;0.155256;1 Rue Pierre Latecoère 65200 Bagnères-de-Bigorre;0.79;housenumber;65059_1090_60e52f
U6505;Centre de distribution Lannemezan;Centre de Distribution Alimentaire;"Rue du Professeur Dessens""   65300 LANNEMEZAN";43.124897;0.379596;Rue du Professeur Henri Dessens 65300 Lannemezan;0.81;street;65258_XXXX_c161a4
U6506;Centre de distribution de Vic en Bigorre;Centre de Distribution Alimentaire;Rue Barrère de Vieuzac Centre socio culturel  65500 VIC EN BIGORRE;43.384956;0.056517;Rue Barère de Vieuzac 65500 Vic-en-Bigorre;0.6;street;65460_XXXX_4326fd
U6601;Epicerie sociale de Vinça;Epicerie sociale;8 rue de l'Eglise   66320 Vinça;42.64503;2.527927;Rue de l'Église 66320 Vinça;0.86;street;66230_0107_6e82e3
U6602;Epicerie sociale de Perpignan;Epicerie sociale;24 places des Orfèvres   66000 PERPIGNAN;42.698623;2.896456;24 Place des Orfèvres 66000 Perpignan;0.86;housenumber;66136_XXXX_fa0c2d
U6603;Centre de distribution de Rivesaltes;Centre de Distribution Alimentaire;8 rue Bérenger   66600 RIVESALTES;42.769725;2.87472;8 Rue Béranger 66600 Rivesaltes;0.81;housenumber;66164_0150_23696f
U6701;Centre distribution de Saverne;Centre de Distribution Alimentaire;Foyer St Joseph rue de Gottenhouse  67700 Saverne;;;;;;
U6702;Centre de distribution d'Erstein;Centre de Distribution Alimentaire;1 rue Louise Weiss   67150 ERSTEIN;48.420927;7.665647;1 Rue Louise Weiss 67150 Erstein;0.92;housenumber;67130_XXXX_fabcdb
U6703;Centre de distribution de Molsheim;Centre de Distribution Alimentaire;30 rue Schweighaeuser   67000 STRASBOURG;48.587592;7.767462;30 Rue Schweighaeuser 67000 Strasbourg;0.94;housenumber;67482_6385_1be135
U6704;Centre de distribution Strasbourg;Centre de Distribution Alimentaire;30 rue Schweighaeuser   67000 STRASBOURG;48.587592;7.767462;30 Rue Schweighaeuser 67000 Strasbourg;0.94;housenumber;67482_6385_1be135
U6705;Centre de distribution de Wasselonne;Centre de Distribution Alimentaire;2a rue de Cosswiller   67310 WASSELONNE;48.635359;7.434679;Rue de Cosswiller 67310 Wasselonne;0.85;street;67520_0400_70f681
U6801;Centre de distribution de Mulhouse;Centre de Distribution Alimentaire;102 rue Vauban   68100 MULHOUSE;47.759001;7.342934;102 Rue Vauban 68100 Mulhouse;0.94;housenumber;68224_7470_60bffb
U69;DD du Rhône 69;Distribution de chèques;61 Quai Créqui   69006 LYON 6EME ARRONDISSEMENT;;;;;;
U6901;FERMER - CD Villeurbanne;Centre de Distribution Alimentaire;17, Rue PIERRE LOTI   69100 VILLEURBANNE;45.76844;4.8871;17 Rue Pierre Loti 69100 Villeurbanne;0.93;housenumber;69266_3240_80930a
U6902;Centre distribution de Lyon 6;Centre de Distribution Alimentaire;25 rue Montgolfier   69006 LYON 6EME ARRONDISSEMENT;45.768065;4.849135;Lyon 6e Arrondissement;0.42;city;69386
U6903;Distribution CAP Villefranche sur Saône;Distribution de chèques;537, Rue D'ANSE   69400 VILLEFRANCHE SUR SAONE;45.9808;4.717814;537 Rue d'Anse 69400 Villefranche-sur-Saône;0.94;housenumber;69264_0090_e1208e
U6904;Centre de distribution de Lyon 9;Centre de Distribution Alimentaire;30 rue Louis Loucheur   69009 LYON 9EME ARRONDISSEMENT;45.773274;4.805546;Lyon 9e Arrondissement;0.39;city;69389
U6905;Centre de distribution de Brignais;Centre de Distribution Alimentaire;52 rue de ronde   69530 Brignais;45.673843;4.755328;52 Rue de Ronde 69530 Brignais;0.91;housenumber;69027_0700_12d5cb
U6906;Epicerie sociale Villeurbanne;Epicerie sociale;150 rue Anatole France   69100 VILLEURBANNE;45.769187;4.88583;150 Rue Anatole France 69100 Villeurbanne;0.93;housenumber;69266_0150_aeed0a
U6907;Centre distrib St Laurent de Chamousset;Centre de Distribution Alimentaire;CENTRE 2000 ALLEE C  69930 ST LAURENT DE CHAMOUSSET;45.73942;4.462157;RESIDENCE CENTRE 2000 69930 Saint-Laurent-de-Chamousset;0.63;locality;69220_A009_62e3a1
U6908;Centre distribution St Martin en haut;Centre de Distribution Alimentaire;9 rue Vaganay   69850 Saint martin en Haut;45.660635;4.561212;9 Rue de Vaganay 69850 Saint-Martin-en-Haut;0.85;housenumber;69227_0440_3d3957
U6909;Samu social de Lyon;Samu social;61 rue de Créqui   69006 LYON 6EME ARRONDISSEMENT;45.768065;4.849135;Lyon 6e Arrondissement;0.43;city;69386
U6910;Centre de distribution Thizy les Bourgs;Centre de Distribution Alimentaire;5 rue Edouards Millaud   69240 BOURG DE THIZY;46.02811;4.315589;5 Rue Édouard Millaud 69240 Thizy-les-Bourgs;0.71;housenumber;69248_0300_cbb436
U6911;Centre de distribution de Tarare;Centre de Distribution Alimentaire;4 rue Etienne Thomassin   69170 TARARE;45.899496;4.434049;4 Rue Étienne Thomassin 69170 Tarare;0.92;housenumber;69243_0540_6c63da
U70;Distribution CAP DD Vesoul;Distribution de chèques;29 Rue d'Alsace Lorraine   70000 Vesoul;47.622393;6.155846;29 Rue d'Alsace Lorraine 70000 Vesoul;0.94;housenumber;70550_0050_fb9999
U7001;Centre de distribution d'Héricourt;Centre de Distribution Alimentaire;8 Rue Marcel BARDOT   70400 HERICOURT;47.575557;6.765112;8 Rue Marcel Bardot 70400 Héricourt;0.92;housenumber;70285_0666_d3af20
U7002;Centre de Distribution de Gray;Centre de Distribution Alimentaire;10 RUE DES CASERNES   70100 GRAY;47.444631;5.5929;10 Rue des Casernes 70100 Gray;0.92;housenumber;70279_0090_0793a4
U7003;Centre de Distribution de Plancher les M;Centre de Distribution Alimentaire;Rue de France   70290 Plancher les Mines;47.757024;6.738164;Rue de France 70290 Plancher-les-Mines;0.91;street;70414_0001_e2b121
U7004;Centre de Distribution de Lure;Centre de Distribution Alimentaire;rue des jardins   70200 Lure;47.686791;6.500178;Rue des Jardins 70200 Lure;0.93;street;70310_0260_33b337
U7005;Centre distribution de Vesoul;Centre de Distribution Alimentaire;78 BOULEVARD DES ALLIES   70000 Vesoul;47.618972;6.165417;78 Boulevard des Alliés 70000 Vesoul;0.94;housenumber;70550_0040_dba377
U7006;Centre de distribution Luxeuil les Bains;Centre de Distribution Alimentaire;Rue Sergent Bonnot  BP.18 70300 Luxueil les Bains;47.816984;6.381987;Rue du Sergent Bonnot 70300 Luxeuil-les-Bains;0.66;street;70311_0535_cdc7f6
U7007;Centre de distribution de Jussey;Centre de Distribution Alimentaire;route de Gevigny   70500 Jussey;47.829476;5.99189;Route de Jussey 70500 Venisey;0.55;street;70545_XXXX_684125
U7008;Centre de distribution St Loup sur Semou;Centre de Distribution Alimentaire;  Chateau Maillard 70800 St Loup sur Semouse;47.887202;6.267437;Rue du Vieux Château 70800 Saint-Loup-sur-Semouse;0.53;street;70467_0251_51965f
U7009;Centre distribution itinérant Haute-Saôn;Centre de Distribution Alimentaire;78 Boulevard des Alliés   70000 VESOUL;47.618972;6.165417;78 Boulevard des Alliés 70000 Vesoul;0.94;housenumber;70550_0040_dba377
U7101;EBM St Pantaléon;Espace bébé maman;Centre commercial. avenue de la République St Pantaleon 71400 AUTUN;;;;;;
U7102;Centre de distribution de Macon;Centre de Distribution Alimentaire;816 Av de Lattre de Tassigny   71000 MACON;46.312161;4.838752;816 Avenue Maréchal de Lattre de Tassigny 71000 Mâcon;0.68;housenumber;71270_XXXX_f448fe
U7103;Epicerie sociale de Macon;Epicerie sociale;8 Rue Bel Air   71000 MACON;46.312709;4.827458;8 Rue Bel-Air 71000 Mâcon;0.93;housenumber;71270_0580_2601ad
U7104;Samu social de Chalon sur Saône;Samu social;15 Impasse de la Tranchée Délégation locale du Chalonnais  71100 Chalon sur Saône;;;;;;
U7105;Centre de distribution Le Creusot;Centre de Distribution Alimentaire;11rue saint-henri   71200  Le Creusot;46.796856;4.421831;Rue Saint-Henri 71200 Le Creusot;0.87;street;71153_4160_320efb
U7106;Centre de distribution Cluny;Centre de Distribution Alimentaire;6 petite rue de la leveé   71250 Cluny;46.431858;4.662358;6 Petite Rue de la Levée 71250 Cluny;0.92;housenumber;71137_0585_1becd3
U7107;Centre distribution Montceau-Les-Mines;Centre de Distribution Alimentaire;10 rue de la loge   71304 Montceau-les-Mines;46.681457;4.382505;10 Rue de la Loge 71300 Montceau-les-Mines;0.84;housenumber;71306_3750_0c5ee8
U7108;Centre de distribution  Pierre-de-Bresse;Centre de Distribution Alimentaire;2 Rue du Château   71270 Pierre-de-Bresse;46.882935;5.261542;2 Rue du Château 71270 Pierre-de-Bresse;0.92;housenumber;71351_0032_6c30a9
U7201;Centre de distribution Le Mans;Centre de Distribution Alimentaire;1-2 Place du Pré Délégation locale du Mans  72000 LE MANS;48.004968;0.200175;2 Place des Comtes du Maine 72000 Le Mans;0.43;housenumber;72181_1429_8f5bfc
U7202;Centre de distribution de la Fleche;Centre de Distribution Alimentaire;59 bis rue Pasteur   72200 LA FLECHE;47.692366;-0.07217;Rue Pasteur 72200 La Flèche;0.74;street;72154_3530_659d20
U7203;FERME CD de Le Lude;Centre de Distribution Alimentaire;60 Boulevard Fisson   72800 Le Lude;47.646163;0.15372;60 Boulevard Fisson 72800 Le Lude;0.93;housenumber;72176_XXXX_076b60
U73;DD Savoie;Distribution de chèques;62, Passage SEBASTIEN CHARLETY   73000 CHAMBERY;45.563736;5.920085;62 Passage Sébastien Charlety 73000 Chambéry;0.92;housenumber;73065_3580_94430d
U7301;Centre de distribution de la Rochette;Centre de Distribution Alimentaire;1 Rue de la République   73110 La Rochette;45.45672;6.118051;Rue de la République 73110 La Rochette;0.88;street;73215_0360_8d2588
U7302;Distribution CAP de Modane;Distribution de chèques;31, Rue JULES FERRY   73500 MODANE;45.200827;6.672213;31 Rue Jules Ferry 73500 Modane;0.92;housenumber;73157_0270_ae2b45
U7303;Distribution CAP Chambery;Distribution de chèques;521, Rue NICOLAS PARENT   73000 CHAMBERY;45.574249;5.913028;521 Rue Nicolas Parent 73000 Chambéry;0.94;housenumber;73065_2900_62c993
U7304;Distribution CAP Moutiers Tarentaise;Distribution de chèques;82, Rue du chemin de fer   73600 MOUTIERS TARENTAISE;45.485365;6.534111;82 Rue du Chemin de Fer 73600 Moûtiers;0.71;housenumber;73181_0280_5c2c53
U7305;Centre de distribution Aix les Bains;Centre de Distribution Alimentaire;109 Boulevard Wilson   73100 Aix les bains;45.690689;5.909431;109 Boulevard Président Wilson 73100 Aix-les-Bains;0.74;housenumber;73008_1770_059d1a
U7306;Centre de distribution Albertville;Centre de Distribution Alimentaire;5-7 Cours de l'Hôtel de Ville   73200 ALBERTVILLE;45.676341;6.393343;7 Cours de l'Hôtel de Ville 73200 Albertville;0.89;housenumber;73011_0850_4cb39d
U7307;Centre distribution Pont de Beauvoisin;Centre de Distribution Alimentaire;rue de Tissandiers   73330 Pont de Beauvoisin;45.538191;5.672066;Rue des Tissandiers 73330 Le Pont-de-Beauvoisin;0.84;street;73204_0290_dfa714
U74;DD Haute Savoie;Centre de Distribution Alimentaire;1 quai des Clarisses   74000 ANNECY;45.898635;6.123534;1 Quai des Clarisses 74000 Annecy;0.92;housenumber;74010_0575_a34a7e
U7401;Centre distribution Anthy sur Léman;Centre de Distribution Alimentaire;37 chemin du Pré-Biollat Espace Léman  74200 ANTHY-SUR-LEMAN;46.349682;6.435556;Chemin du Pré Biollat 74200 Anthy-sur-Léman;0.66;street;74013_0225_64cf05
U7402;Centre distribution La Roche sur Foron;Centre de Distribution Alimentaire;84, Rue DU FAUCIGNY   74800 LA ROCHE SUR FORON;46.070949;6.30552;84 Rue du Faucigny 74800 La Roche-sur-Foron;0.92;housenumber;74224_0448_3a269c
U7403;Samu social de Thonon les Bains;Samu social;22, Rue JEAN BLANCHARD   74200 THONON LES BAINS;46.369589;6.482403;22 Rue Jean Blanchard 74200 Thonon-les-Bains;0.93;housenumber;74281_0880_c72aea
U7404;Centre de distribution d'Annecy;Centre de Distribution Alimentaire;1 Quai des Clarisses   74000 ANNECY;45.898635;6.123534;1 Quai des Clarisses 74000 Annecy;0.92;housenumber;74010_0575_a34a7e
U7405;Epicerie sociale Rumilly;Epicerie sociale;21 place de l'Hôtel de Ville   74150 Rumilly;45.866582;5.942226;21 Place de l'Hôtel de Ville 74150 Rumilly;0.93;housenumber;74225_0690_cb7014
U7501;Epicerie sociale de Paris 15;Epicerie sociale;71 rue Amiral Roussin   75015 PARIS 15EME ARRONDISSEMENT;;;;;;
U7502;Samu social de Paris 15;Samu social;37 rue des périchaux   75015 PARIS 15EME ARRONDISSEMENT;48.840698;2.299681;15e Arrondissement;0.34;city;75115
U7503;Epicerie sociale de Paris 12;Epicerie sociale;18-20 rue Edouard Robert   75012 PARIS 12EME ARRONDISSEMENT;;;;;;
U7601;Centre de distribution Fécamp;Centre de Distribution Alimentaire;Espace henri dunant Rue Henri Dunant  76400 Fécamp;49.75792;0.385384;Rue Henri Dunant 76400 Fécamp;0.55;street;76259_0950_3c91f8
U7602;A DEFINIR (CAP);Distribution de chèques;10 Bis rue Desmarets CROIX-ROUGE FRANCAISE – DELEGATI  76200 DIEPPE;;;;;;
U7603;FERME Centre distribution Dieppe;Centre de Distribution Alimentaire;10 bis rue Desmarets   76200 DIEPPE;49.922981;1.074669;Rue Desmarets 76200 Dieppe;0.73;street;76217_0940_c2ea73
U7604;Centre de Distrib. Havre Pré Fleuri;Centre de Distribution Alimentaire;19 allée Jean Vilar   76610 Le Havre;49.505531;0.183807;Allée Jean Vilar 76610 Le Havre;0.84;street;76351_4437_8af128
U7605;Centre de Distribution Havre Aplemont;Centre de Distribution Alimentaire;3 rue des Aubepines   76620 Le havre;49.509886;0.152706;3 Rue des Aubépines 76610 Le Havre;0.83;housenumber;76351_0480_4e5067
U7606;Centre de Distribution Havre Briand;Centre de Distribution Alimentaire;270/272 rue Aristide Briand   76600 LE HAVRE;49.500244;0.136227;272 Rue Aristide Briand 76600 Le Havre;0.85;housenumber;76351_0410_226a11
U7607;Centre distribution Saint Romain;Centre de Distribution Alimentaire;12 rue Robert Dubuc   76430 Saint Romain  de Colbosc;49.530716;0.357393;12 Rue Robert Dubuc 76430 Saint-Romain-de-Colbosc;0.92;housenumber;76647_0465_6dc72f
U7608;Centre distribution Havre Lamartine;Centre de Distribution Alimentaire;3 rue Lamartine   76600 LE HAVRE;49.490963;0.141504;3 Rue Lamartine 76600 Le Havre;0.93;housenumber;76351_4725_e69516
U7609;Centre de distribution de Lillebonne;Centre de Distribution Alimentaire;rue du Lin   76170 Lillebonne;49.521813;0.54056;Rue du Lin 76170 Lillebonne;0.92;street;76384_0632_fd04d7
U7610;Centre distribution Gournay en Bray;Centre de Distribution Alimentaire;4 rue Jacques Brel   76220 Gournay en Bray;49.482988;1.724286;4 Rue Jacques Brel 76220 Gournay-en-Bray;0.92;housenumber;76312_0508_67e3dd
U7611;Centre distribution Criquetot Hesneval;Centre de Distribution Alimentaire;BP 111   76280 Criquetot - L'Esneval;49.639751;0.265569;La Forge 76280 Criquetot-l'Esneval;0.6;locality;76196_XXXX_4d042c
U7612;Centre de distribution d'Eu;Centre de Distribution Alimentaire;61 Rue Jeanne d'Arc   76260 EU;50.046799;1.416949;61 Rue Jeanne d'Arc 76260 Eu;0.93;housenumber;76255_0570_96a974
U7613;Centre de distribution de Fauville;Centre de Distribution Alimentaire;983 rue Bernard Thelu   76640 FAUVILLE EN CAUX;49.650366;0.591832;983 Rue Bernard Thelu 76640 Fauville-en-Caux;0.93;housenumber;76258_0037_3e2799
U7701;Centre de distribution Nemours;Centre de Distribution Alimentaire;2, Rue GASTON DARLEY   77140 NEMOURS;48.266386;2.697559;2 Rue Gaston Darley 77140 Nemours;0.92;housenumber;77333_0310_392a3d
U7702;Centre de distribution de Meaux;Centre de Distribution Alimentaire;19, Rue COURTELINE   77100 MEAUX;48.960617;2.875288;19 Rue Georges Courteline 77100 Meaux;0.73;housenumber;77284_0490_383b4d
U7703;Centre distribution de Montereau;Centre de Distribution Alimentaire;11 13 rue des  fosses   77130 MONTEREAU FAULT YONNE;48.387094;2.954523;Rue des Fosses 77130 Montereau-Fault-Yonne;0.81;street;77305_0590_9dd183
U7704;Centre distribution La Ferté ss Jouarre;Centre de Distribution Alimentaire;8 allée du jumelage   77260 LA FERTE SOUS JOUARRE;48.945045;3.131621;8 Allée du Jumelage 77260 La Ferté-sous-Jouarre;0.92;housenumber;77183_0401_c65f0e
U7705;Centre de distribution de Combs la Ville;Centre de Distribution Alimentaire;8 rue de Lieusaint   77380 COMBS LA VILLE;48.663696;2.563377;8 Rue de Lieusaint 77380 Combs-la-Ville;0.93;housenumber;77122_0630_b4b90d
U7706;Centre distribution de Verneuil-l'Etang;Centre de Distribution Alimentaire;19, Avenue DE LA GARE   77720 MORMANT;48.612607;2.88982;19 Avenue de la Gare 77720 Mormant;0.93;housenumber;77317_0220_195181
U7707;Centre de distribution de Mormant;Centre de Distribution Alimentaire;19, Avenue DE LA GARE   77720 MORMANT;48.612607;2.88982;19 Avenue de la Gare 77720 Mormant;0.93;housenumber;77317_0220_195181
U7708;Centre de distribution de Guignes;Centre de Distribution Alimentaire;route de meaux ancien hotel de v   77390 GUIGNES;;;;;;
U7709;Centre distribution Donnemarie-Dontilly;Centre de Distribution Alimentaire;33 rue des Fossés   77520 Donnemarie-Dontilly;48.475287;3.131295;33 Rue des Fosses 77520 Donnemarie-Dontilly;0.92;housenumber;77159_0400_5b68c7
U7710;A DEFINIR - Entrepôt;Entrepôt pour aide matérielle;Rue de Bougainville   77550 Limoges Fourches;48.626049;2.682126;Rue de Bougainville 77550 Limoges-Fourches;0.91;street;77252_0020_58c967
U7711;Centre distribution de Melun;Centre de Distribution Alimentaire;37, Rue des Mézeraux   77000 Melun;48.549365;2.671579;37 Rue des Mezereaux 77000 Melun;0.85;housenumber;77288_1158_7bf314
U7712;Centre de distribution de Rebais;Centre de Distribution Alimentaire;5 rue Georges Clémenceau   77510 REBAIS;48.848978;3.234061;5 Avenue Georges Clemenceau 77510 Rebais;0.76;housenumber;77385_XXXX_fb454f
U7713;Centre distribution Dammartin en Geole;Centre de Distribution Alimentaire; 11 rue de la saine fontaine  77230 DAMMARTIN EN GOELE;49.052325;2.68116;11 Rue de la Saine Fontaine 77230 Dammartin-en-Goële;0.92;housenumber;77153_1020_5702f1
U7714;Centre de distribution Tournan en Brie;Centre de Distribution Alimentaire;12 rue du Dr Lambert   77220 TOURNAN EN BRIE;48.738341;2.768192;12 Rue Docteur Lambert 77220 Tournan-en-Brie;0.72;housenumber;77470_XXXX_f9e8ab
U7719;Centre de distribution de Fontainebleau;Centre de Distribution Alimentaire;52 bis, boulevard Joffre   77300 FONTAINEBLEAU;48.413399;2.701815;Boulevard du Maréchal Joffre 77300 Fontainebleau;0.62;street;77186_0800_b35b5e
U7720;Centre de distribution Fontenay Tresigny;Centre de Distribution Alimentaire;20 RUE DU GENERAL DE GAULLE   77610 FONTENAY TRESIGNY;48.706928;2.868247;20 Avenue du Général de Gaulle 77610 Fontenay-Trésigny;0.8;housenumber;77192_0280_2bbd46
U78;DD Yvelines;Distribution de chèques;31 rue Edme Frémy   78000 VERSAILLES;48.796463;2.139925;31 Rue Edme Fremy 78000 Versailles;0.94;housenumber;78646_0880_20cb91
U7801;Epicerie Sociale Chatou;Epicerie sociale;2 AVENUE DE L'EUROPE   78400 CHATOU;48.905474;2.15886;2 Avenue de l'Europe 78400 Chatou;0.93;housenumber;78146_0685_d30111
U7802;Entrepôt de Maurepas;Entrepôt pour aide matérielle;Serres municipales Chemin de la Mare du Bois  78310 MAUREPAS;;;;;;
U7803;Epicerie de Trappes;Epicerie sociale;Espace Solidarité Rue de Koprivnice  78190 TRAPPES;;;;;;
U7804;Epicerie sociale d'Elancourt;Epicerie sociale;ZA de la Petite Villedieu Lot 5 Rue de Liège  78990 ELANCOURT;48.765687;1.960312;Rue de Liege 78990 Élancourt;0.42;street;78208_0373_f97487
U7805;FERME CD Montigny Bretonneux;Centre de Distribution Alimentaire;7 rue de la Gare VESTIBOUTIQUE ET ACCUEIL CROIX-R 7 rue de la Gare 78180 MONTIGNY LE BRETONNEUX;48.770944;2.029806;7 Rue de la République 78180 Montigny-le-Bretonneux;0.43;housenumber;78423_1630_0374eb
U7806;Samu social de Guyancourt;Samu social;79 rue Eugène Viollet-Leduc Croix-rouge  78280 GUYANCOURT;;;;;;
U7807;Centre de distribution VIROFLAY;Centre de Distribution Alimentaire;16 avenue des Anciens Combattant   78220 VIROFLAY;48.802741;2.172668;16 Avenue des Combattants 78220 Viroflay;0.75;housenumber;78686_0290_68b9ed
U7808;Centre de distribution de Versailles;Centre de Distribution Alimentaire;17 rue Berthier   78000 VERSAILLES;48.811841;2.125915;17 Rue Berthier 78000 Versailles;0.94;housenumber;78646_0370_f4f21f
U7809;Centre distribution La Celle Saint Cloud;Centre de Distribution Alimentaire;17 avenue Guibert   78170 LA CELLE ST CLOUD;48.845895;2.132157;17 Avenue André René Guibert 78170 La Celle-Saint-Cloud;0.66;housenumber;78126_XXXX_65add2
U7810;Centre de distribution de Meulan;Centre de Distribution Alimentaire; 27 rue Gambetta  78250 Meulan;49.005313;1.912819;27 Rue Gambetta 78250 Meulan-en-Yvelines;0.65;housenumber;78401_0350_05511c
U7811;Centre de distribution de Chevreuse;Centre de Distribution Alimentaire;Place Charles de Gaulle   78460 CHEVREUSE;48.708169;2.038728;Place Charles de Gaulle 78460 Chevreuse;0.92;street;78160_XXXX_9fedb4
U7812;Centre de distribution de Poissy;Centre de Distribution Alimentaire;14 rue Gérard-Bongard   78300 POISSY;48.935015;2.049387;14 Rue Gérard Bongard 78300 Poissy;0.92;housenumber;78498_0810_1c4860
U7901;Centre distribution de Parthenay;Centre de Distribution Alimentaire;11 rue Prosper Jouneau   79200 Parthenay;46.645171;-0.238742;11 Rue Prosper Jouneau 79200 Parthenay;0.93;housenumber;79202_1530_d55a80
U7902;Epicerie sociale de St Maixent-l'École;Epicerie sociale;8 BIS, Rue BASSE DU CHATEAU   79400 St Maixent-l'École;46.412073;-0.20116;8BIS Rue Basse du Château 79400 Saint-Maixent-l'École;0.79;housenumber;79270_0080_73c951
U7903;Epicerie sociale de Prahecq;Epicerie sociale;21A route de St Martin   79230 Prahecq;46.240992;-0.351474;Route de Prahecq 79230 Saint-Martin-de-Bernegoue;0.53;street;79273_0090_02c520
U7904;Epicerie sociale de Niort;Epicerie sociale;8, Rue ROCHETTE   79000 NIORT;46.324969;-0.46055;8 Rue Rochette 79000 Niort;0.93;housenumber;79191_4780_8103e7
U7905;Centre distribution de Bressuire;Centre de Distribution Alimentaire;23 place dupin   79300 BRESSUIRE;46.841909;-0.490944;23 Place Dupin 79300 Bressuire;0.93;housenumber;79049_1685_28229c
U7906;Centre distribution de Thouars;Centre de Distribution Alimentaire;09 rue Alexandre Dumas BP 96  79100 THOUARS;46.987467;-0.218273;Rue Alexandre Dumas 79100 Thouars;0.72;street;79329_0030_12688e
U7907;Epicerie sociale de Chef-Boutonne;Epicerie sociale;Maison du Cèdre rue de l'hotel de ville  79110 Chef-Boutonne;;;;;;
U7908;Epicerie sociale de Melle;Epicerie sociale;24 rue Saint Pierre   79500 Melle;46.224738;-0.146445;24 Rue Saint-Pierre 79500 Melle;0.92;housenumber;79174_0810_5eeda6
U7910;Epicerie sociale de Thouars;Epicerie sociale;9 rue Alexandre Dumas   79100 THOUARS;46.987399;-0.217926;9 Rue Alexandre Dumas 79100 Thouars;0.92;housenumber;79329_0030_12688e
U80;DD de la Somme;Distribution de chèques;30 square Friant   80000 AMIENS;49.89017;2.280788;30 Square Friant les 4 Chênes 80000 Amiens;0.65;housenumber;80021_XXXX_c1e367
U8001;Centre de distribution d'Amiens;Centre de Distribution Alimentaire;8 rue Blériot 36 square friant  80000 AMIENS;49.889894;2.281487;36 Square Friant les 4 Chênes 80000 Amiens;0.51;housenumber;80021_XXXX_c1e367
U8002;Espace bébé maman d'Amiens;Espace bébé maman;20 rue Roland Garros   80080 Amiens;49.905491;2.300927;20 Rue Roland Garros 80080 Amiens;0.94;housenumber;80021_7011_9ee38f
