Code U2A,Libellé U2A,Action menée,Adresse
U5905,Centre distribution Roubaix,Centre de Distribution Alimentaire,25 rue du Pays   59100 ROUBAIX
U5906,Centre de distribution Houplin-Ancoisne,Centre de Distribution Alimentaire,Maison des Solidarités 324 rue Roger Salengro  59263 HOUPLIN ANCOISNE
U5907,Centre de distribution de Bailleuil,Centre de Distribution Alimentaire,23 Arnouldstraete   59270 BAILLEUL
U5908,Centre de distribution de Thumeries,Centre de Distribution Alimentaire,2 place du Général Leclerc   59239 Thumeries
U5909,Centre distribution de Dunkerque,Centre de Distribution Alimentaire,27 Rue Marengo   59140 DUNKERQUE
U5910,Centre de distribution St Amand les Eaux,Centre de Distribution Alimentaire,101 rue du faubourg de Tournai Espace Silodarite Raymont Bede  59230 Saint Amand les Eaux
U5911,Centre de distribution de Maubeuge,Centre de Distribution Alimentaire,60 rue Jeanne d'Arc  BP 80174 Espace Victor Hugo  59600 Maubeuge
U5912,Centre distribution St-André-Lez-Lille,Centre de Distribution Alimentaire,182 rue général Leclerc   59350 Saint-André-Lez-Lille
U5913,Centre de distribution de Douai,Centre de Distribution Alimentaire,98 RUE DE MARCHIENNES   59500 DOUAI
U5914,Centre distribution de Caudry,Centre de Distribution Alimentaire,"16, rue de Belfort   59540 CAUDRY"
U5915,Centre de distribution de Valenciennes,Centre de Distribution Alimentaire,2 RUE MIRLAND   59300 Valenciennes
U5916,Centre de distribution de Cambrai,Centre de Distribution Alimentaire,Grand rue Fénelon   59400 CAMBRAI
U5917,Centre de distribution de Tourcoing,Centre de Distribution Alimentaire,2 rue de la vigne   59200 TOURCOING
U5918,Centre de distribution de Hautmont,Centre de Distribution Alimentaire,3 rue thiers   59330 HAUTMONT
U5919,Epicerie sociale de Lille,Epicerie sociale,10-12 place Guy de Dampierre   59000 LILLE
U5920,Centre de distribution de Jeumont,Centre de Distribution Alimentaire,85 rue Louis Pasteur   59460 JEUMONT
U60,DD de l'Oise,Distribution de chèques,30 rue des Censives   60000 TILLE
U6001,Centre de distribution de Mouy,Centre de Distribution Alimentaire,129 rue de Noeud   60250 MOUY
U6002,Centre de distribution de Creil,Centre de Distribution Alimentaire,10 rue Marcel Philippe   60100 CREIL
U6003,Distribution de CAP Compiégne,Centre de Distribution Alimentaire,"16, Rue LE FERON   60200 COMPIEGNE"
U6004,Distribution CAP Noyon,Distribution de chèques,"33, Rue DE PARIS   60402 NOYON"
U6005,Distribution CAP Senlis,Distribution de chèques,"72, Rue du Moulin Saint Rieul   60300 SENLIS"
U6006,Distribution CAP de Noailles,Distribution de chèques,18 place du marché   60430 NOAILLES
U6007,Distribution CAP de Nanteuil,Distribution de chèques,rue du Moulin Ferry Bât Péguy  60440 Nanteuil
U6008,Distribution CAP de Crépy en Valois,Distribution de chèques,9 bis bd Victor Hugo   60800 Crépy en Valois
U6009,Distribution CAP de Beauvais,Distribution de chèques,Boulevard Aristide Briand   60000 Beauvais
U61,DD de l'Orne,Centre de Distribution Alimentaire,3-5 rue de l'Isle   61000 ALENCON
U6101,Distribution CAP Mortagne au Perche,Distribution de chèques,Croix Rouge Française Délegation locale Rue du Faubourg St Eloi 61400 Mortagne au Perche
U6102,Centre de distribution d'Alençon,Centre de Distribution Alimentaire,3 rue de l'Isle.   61000 ALENCON
U6103,A DEFINIR,Centre de Distribution Alimentaire,   61400 MORTAGNE AU PERCHE
U62,DD Pas-de-Calais,Centre de Distribution Alimentaire,15 rue du Général Barbot   62000 ARRAS
U6201,Centre distribution de Saint Omer,Centre de Distribution Alimentaire,"32, Rue ALLENT   62500 Saint Omer"
U6202,Centre distribution de Boulogne sur mer,Centre de Distribution Alimentaire,"12, Rue PERROCHEL   62200 BOULOGNE SUR MER"
U6203,Centre de distribution Montreuil,Centre de Distribution Alimentaire,  5 rue de la Chaîne 62170 Montreuil sur Mer
U6204,Centre distribution de Lens,Centre de Distribution Alimentaire,176 rue Van Pelt   62300 Lens
U6205,Centre de distribution d'Arras,Centre de Distribution Alimentaire,17 rue du Général Barbot   62000 Arras
U6206,Centre de distribution de Liévin,Centre de Distribution Alimentaire,176 Avenue Jean Jaurès   62800 LIEVIN
U6207,Centre distribution de Calais,Centre de Distribution Alimentaire,71 rue Magenta   62101 Calais
U6208,Centre distribution Bruay la Buissière,Centre de Distribution Alimentaire,57 Bd Basly   62700 Bruay la Buissiere
U6209,Centre distribution d'Auchel,Centre de Distribution Alimentaire,Centre Accueil  André Mancey  62260 Auchel
U6210,Centre distribution de Bethune,Centre de Distribution Alimentaire,CENTRE JEAN MONNET II Place DE L'EUROPE B.P. 362 62400 BETHUNE
U6211,Centre distribution  St Pol sur Ternoise,Centre de Distribution Alimentaire,12 rue de Fruges   62130 Saint Pol sur Ternoise
U6212,Centre de distribution Méricourt,Centre de Distribution Alimentaire,Rue Pasteur Maison de la solidarité  62680 MERICOURT
U6213,Centre de Distribution de Berck,Centre de Distribution Alimentaire,81 rue Rothschild   62600 BERCK SUR MER
U6301,Centre de distribution d'Issoire,Centre de Distribution Alimentaire,17 avenue Jean Jaurès   63500 ISSOIRE
U6302,Centre de distribution de Riom,Centre de Distribution Alimentaire,2 avenue Antoine CAUX   63200 RIOM
U6303,Centre Distribution Clermont Ferrand,Centre de Distribution Alimentaire,23 boulevard Jean Moulin   63000 CLERMONT FERRAND
U6401,Centre de distribution d'Hendaye,Centre de Distribution Alimentaire,10 rue de la Halle   64700 Hendaye
U6402,Centre distribution Saint Jean de Luz,Centre de Distribution Alimentaire,Pavillon Henry Dunant- Allée Per   64500 Saint Jean de Luz
U6403,Epicerie sociale de Bayonne,Epicerie sociale,58 allée Marines   64100 BAYONNE
U6404,Centre de distribution de Biarritz,Centre de Distribution Alimentaire,16 avenue d'Etienne   64200 BIARRITZ
U6405,Epicerie sociale de Pau Coupfin,Epicerie sociale,15-17 rue Bernadotte   64000 PAU
U6406,Epicerie sociale d'Orthez,Epicerie sociale,10 avenue Kennedy   64300 ORTHEZ
U6501,Centre distribution de Lourdes,Centre de Distribution Alimentaire,"54, Rue DU BOURG   65100 LOURDES"
U6502,Centre distribution de Tarbes,Centre de Distribution Alimentaire,Impasse des Cerisiers   65000 TARBES
U6503,Centre distribution de Maubourguet,Centre de Distribution Alimentaire,50 Rue Aveilhe   65700 MAUBOURGUET
U6504,Centre distribution Bagnères de Bigorre,Centre de Distribution Alimentaire,1 rue Latécoère   65200 Bagnères de Bigorre
U6505,Centre de distribution Lannemezan,Centre de Distribution Alimentaire,"Rue du Professeur Dessens""   65300 LANNEMEZAN"
U6506,Centre de distribution de Vic en Bigorre,Centre de Distribution Alimentaire,Rue Barrère de Vieuzac Centre socio culturel  65500 VIC EN BIGORRE
U6601,Epicerie sociale de Vinça,Epicerie sociale,8 rue de l'Eglise   66320 Vinça
U6602,Epicerie sociale de Perpignan,Epicerie sociale,24 places des Orfèvres   66000 PERPIGNAN
U6603,Centre de distribution de Rivesaltes,Centre de Distribution Alimentaire,8 rue Bérenger   66600 RIVESALTES
U6701,Centre distribution de Saverne,Centre de Distribution Alimentaire,Foyer St Joseph rue de Gottenhouse  67700 Saverne
U6702,Centre de distribution d'Erstein,Centre de Distribution Alimentaire,1 rue Louise Weiss   67150 ERSTEIN
U6703,Centre de distribution de Molsheim,Centre de Distribution Alimentaire,30 rue Schweighaeuser   67000 STRASBOURG
U6704,Centre de distribution Strasbourg,Centre de Distribution Alimentaire,30 rue Schweighaeuser   67000 STRASBOURG
U6705,Centre de distribution de Wasselonne,Centre de Distribution Alimentaire,2a rue de Cosswiller   67310 WASSELONNE
U6801,Centre de distribution de Mulhouse,Centre de Distribution Alimentaire,102 rue Vauban   68100 MULHOUSE
U69,DD du Rhône 69,Distribution de chèques,61 Quai Créqui   69006 LYON 6EME ARRONDISSEMENT
U6901,FERMER - CD Villeurbanne,Centre de Distribution Alimentaire,"17, Rue PIERRE LOTI   69100 VILLEURBANNE"
U6902,Centre distribution de Lyon 6,Centre de Distribution Alimentaire,25 rue Montgolfier   69006 LYON 6EME ARRONDISSEMENT
U6903,Distribution CAP Villefranche sur Saône,Distribution de chèques,"537, Rue D'ANSE   69400 VILLEFRANCHE SUR SAONE"
U6904,Centre de distribution de Lyon 9,Centre de Distribution Alimentaire,30 rue Louis Loucheur   69009 LYON 9EME ARRONDISSEMENT
U6905,Centre de distribution de Brignais,Centre de Distribution Alimentaire,52 rue de ronde   69530 Brignais
U6906,Epicerie sociale Villeurbanne,Epicerie sociale,150 rue Anatole France   69100 VILLEURBANNE
U6907,Centre distrib St Laurent de Chamousset,Centre de Distribution Alimentaire,CENTRE 2000 ALLEE C  69930 ST LAURENT DE CHAMOUSSET
U6908,Centre distribution St Martin en haut,Centre de Distribution Alimentaire,9 rue Vaganay   69850 Saint martin en Haut
U6909,Samu social de Lyon,Samu social,61 rue de Créqui   69006 LYON 6EME ARRONDISSEMENT
U6910,Centre de distribution Thizy les Bourgs,Centre de Distribution Alimentaire,5 rue Edouards Millaud   69240 BOURG DE THIZY
U6911,Centre de distribution de Tarare,Centre de Distribution Alimentaire,4 rue Etienne Thomassin   69170 TARARE
U70,Distribution CAP DD Vesoul,Distribution de chèques,29 Rue d'Alsace Lorraine   70000 Vesoul
U7001,Centre de distribution d'Héricourt,Centre de Distribution Alimentaire,8 Rue Marcel BARDOT   70400 HERICOURT
U7002,Centre de Distribution de Gray,Centre de Distribution Alimentaire,10 RUE DES CASERNES   70100 GRAY
U7003,Centre de Distribution de Plancher les M,Centre de Distribution Alimentaire,Rue de France   70290 Plancher les Mines
U7004,Centre de Distribution de Lure,Centre de Distribution Alimentaire,rue des jardins   70200 Lure
U7005,Centre distribution de Vesoul,Centre de Distribution Alimentaire,78 BOULEVARD DES ALLIES   70000 Vesoul
U7006,Centre de distribution Luxeuil les Bains,Centre de Distribution Alimentaire,Rue Sergent Bonnot  BP.18 70300 Luxueil les Bains
U7007,Centre de distribution de Jussey,Centre de Distribution Alimentaire,route de Gevigny   70500 Jussey
U7008,Centre de distribution St Loup sur Semou,Centre de Distribution Alimentaire,  Chateau Maillard 70800 St Loup sur Semouse
U7009,Centre distribution itinérant Haute-Saôn,Centre de Distribution Alimentaire,78 Boulevard des Alliés   70000 VESOUL
U7101,EBM St Pantaléon,Espace bébé maman,Centre commercial. avenue de la République St Pantaleon 71400 AUTUN
U7102,Centre de distribution de Macon,Centre de Distribution Alimentaire,816 Av de Lattre de Tassigny   71000 MACON
U7103,Epicerie sociale de Macon,Epicerie sociale,8 Rue Bel Air   71000 MACON
U7104,Samu social de Chalon sur Saône,Samu social,15 Impasse de la Tranchée Délégation locale du Chalonnais  71100 Chalon sur Saône
U7105,Centre de distribution Le Creusot,Centre de Distribution Alimentaire,11rue saint-henri   71200  Le Creusot
U7106,Centre de distribution Cluny,Centre de Distribution Alimentaire,6 petite rue de la leveé   71250 Cluny
U7107,Centre distribution Montceau-Les-Mines,Centre de Distribution Alimentaire,10 rue de la loge   71304 Montceau-les-Mines
U7108,Centre de distribution  Pierre-de-Bresse,Centre de Distribution Alimentaire,2 Rue du Château   71270 Pierre-de-Bresse
U7201,Centre de distribution Le Mans,Centre de Distribution Alimentaire,1-2 Place du Pré Délégation locale du Mans  72000 LE MANS
U7202,Centre de distribution de la Fleche,Centre de Distribution Alimentaire,59 bis rue Pasteur   72200 LA FLECHE
U7203,FERME CD de Le Lude,Centre de Distribution Alimentaire,60 Boulevard Fisson   72800 Le Lude
U73,DD Savoie,Distribution de chèques,"62, Passage SEBASTIEN CHARLETY   73000 CHAMBERY"
U7301,Centre de distribution de la Rochette,Centre de Distribution Alimentaire,1 Rue de la République   73110 La Rochette
U7302,Distribution CAP de Modane,Distribution de chèques,"31, Rue JULES FERRY   73500 MODANE"
U7303,Distribution CAP Chambery,Distribution de chèques,"521, Rue NICOLAS PARENT   73000 CHAMBERY"
U7304,Distribution CAP Moutiers Tarentaise,Distribution de chèques,"82, Rue du chemin de fer   73600 MOUTIERS TARENTAISE"
U7305,Centre de distribution Aix les Bains,Centre de Distribution Alimentaire,109 Boulevard Wilson   73100 Aix les bains
U7306,Centre de distribution Albertville,Centre de Distribution Alimentaire,5-7 Cours de l'Hôtel de Ville   73200 ALBERTVILLE
U7307,Centre distribution Pont de Beauvoisin,Centre de Distribution Alimentaire,rue de Tissandiers   73330 Pont de Beauvoisin
U74,DD Haute Savoie,Centre de Distribution Alimentaire,1 quai des Clarisses   74000 ANNECY
U7401,Centre distribution Anthy sur Léman,Centre de Distribution Alimentaire,37 chemin du Pré-Biollat Espace Léman  74200 ANTHY-SUR-LEMAN
U7402,Centre distribution La Roche sur Foron,Centre de Distribution Alimentaire,"84, Rue DU FAUCIGNY   74800 LA ROCHE SUR FORON"
U7403,Samu social de Thonon les Bains,Samu social,"22, Rue JEAN BLANCHARD   74200 THONON LES BAINS"
U7404,Centre de distribution d'Annecy,Centre de Distribution Alimentaire,1 Quai des Clarisses   74000 ANNECY
U7405,Epicerie sociale Rumilly,Epicerie sociale,21 place de l'Hôtel de Ville   74150 Rumilly
U7501,Epicerie sociale de Paris 15,Epicerie sociale,71 rue Amiral Roussin   75015 PARIS 15EME ARRONDISSEMENT
U7502,Samu social de Paris 15,Samu social,37 rue des périchaux   75015 PARIS 15EME ARRONDISSEMENT
U7503,Epicerie sociale de Paris 12,Epicerie sociale,18-20 rue Edouard Robert   75012 PARIS 12EME ARRONDISSEMENT
U7601,Centre de distribution Fécamp,Centre de Distribution Alimentaire,Espace henri dunant Rue Henri Dunant  76400 Fécamp
U7602,A DEFINIR (CAP),Distribution de chèques,10 Bis rue Desmarets CROIX-ROUGE FRANCAISE – DELEGATI  76200 DIEPPE
U7603,FERME Centre distribution Dieppe,Centre de Distribution Alimentaire,10 bis rue Desmarets   76200 DIEPPE
U7604,Centre de Distrib. Havre Pré Fleuri,Centre de Distribution Alimentaire,19 allée Jean Vilar   76610 Le Havre
U7605,Centre de Distribution Havre Aplemont,Centre de Distribution Alimentaire,3 rue des Aubepines   76620 Le havre
U7606,Centre de Distribution Havre Briand,Centre de Distribution Alimentaire,270/272 rue Aristide Briand   76600 LE HAVRE
U7607,Centre distribution Saint Romain,Centre de Distribution Alimentaire,12 rue Robert Dubuc   76430 Saint Romain  de Colbosc
U7608,Centre distribution Havre Lamartine,Centre de Distribution Alimentaire,3 rue Lamartine   76600 LE HAVRE
U7609,Centre de distribution de Lillebonne,Centre de Distribution Alimentaire,rue du Lin   76170 Lillebonne
U7610,Centre distribution Gournay en Bray,Centre de Distribution Alimentaire,4 rue Jacques Brel   76220 Gournay en Bray
U7611,Centre distribution Criquetot Hesneval,Centre de Distribution Alimentaire,BP 111   76280 Criquetot - L'Esneval
U7612,Centre de distribution d'Eu,Centre de Distribution Alimentaire,61 Rue Jeanne d'Arc   76260 EU
U7613,Centre de distribution de Fauville,Centre de Distribution Alimentaire,983 rue Bernard Thelu   76640 FAUVILLE EN CAUX
U7701,Centre de distribution Nemours,Centre de Distribution Alimentaire,"2, Rue GASTON DARLEY   77140 NEMOURS"
U7702,Centre de distribution de Meaux,Centre de Distribution Alimentaire,"19, Rue COURTELINE   77100 MEAUX"
U7703,Centre distribution de Montereau,Centre de Distribution Alimentaire,11 13 rue des  fosses   77130 MONTEREAU FAULT YONNE
U7704,Centre distribution La Ferté ss Jouarre,Centre de Distribution Alimentaire,8 allée du jumelage   77260 LA FERTE SOUS JOUARRE
U7705,Centre de distribution de Combs la Ville,Centre de Distribution Alimentaire,8 rue de Lieusaint   77380 COMBS LA VILLE
U7706,Centre distribution de Verneuil-l'Etang,Centre de Distribution Alimentaire,"19, Avenue DE LA GARE   77720 MORMANT"
U7707,Centre de distribution de Mormant,Centre de Distribution Alimentaire,"19, Avenue DE LA GARE   77720 MORMANT"
U7708,Centre de distribution de Guignes,Centre de Distribution Alimentaire,route de meaux ancien hotel de v   77390 GUIGNES
U7709,Centre distribution Donnemarie-Dontilly,Centre de Distribution Alimentaire,33 rue des Fossés   77520 Donnemarie-Dontilly
U7710,A DEFINIR - Entrepôt,Entrepôt pour aide matérielle,Rue de Bougainville   77550 Limoges Fourches
U7711,Centre distribution de Melun,Centre de Distribution Alimentaire,"37, Rue des Mézeraux   77000 Melun"
U7712,Centre de distribution de Rebais,Centre de Distribution Alimentaire,5 rue Georges Clémenceau   77510 REBAIS
U7713,Centre distribution Dammartin en Geole,Centre de Distribution Alimentaire, 11 rue de la saine fontaine  77230 DAMMARTIN EN GOELE
U7714,Centre de distribution Tournan en Brie,Centre de Distribution Alimentaire,12 rue du Dr Lambert   77220 TOURNAN EN BRIE
U7719,Centre de distribution de Fontainebleau,Centre de Distribution Alimentaire,"52 bis, boulevard Joffre   77300 FONTAINEBLEAU"
U7720,Centre de distribution Fontenay Tresigny,Centre de Distribution Alimentaire,20 RUE DU GENERAL DE GAULLE   77610 FONTENAY TRESIGNY
U78,DD Yvelines,Distribution de chèques,31 rue Edme Frémy   78000 VERSAILLES
U7801,Epicerie Sociale Chatou,Epicerie sociale,2 AVENUE DE L'EUROPE   78400 CHATOU
U7802,Entrepôt de Maurepas,Entrepôt pour aide matérielle,Serres municipales Chemin de la Mare du Bois  78310 MAUREPAS
U7803,Epicerie de Trappes,Epicerie sociale,Espace Solidarité Rue de Koprivnice  78190 TRAPPES
U7804,Epicerie sociale d'Elancourt,Epicerie sociale,ZA de la Petite Villedieu Lot 5 Rue de Liège  78990 ELANCOURT
U7805,FERME CD Montigny Bretonneux,Centre de Distribution Alimentaire,7 rue de la Gare VESTIBOUTIQUE ET ACCUEIL CROIX-R 7 rue de la Gare 78180 MONTIGNY LE BRETONNEUX
U7806,Samu social de Guyancourt,Samu social,79 rue Eugène Viollet-Leduc Croix-rouge  78280 GUYANCOURT
U7807,Centre de distribution VIROFLAY,Centre de Distribution Alimentaire,16 avenue des Anciens Combattant   78220 VIROFLAY
U7808,Centre de distribution de Versailles,Centre de Distribution Alimentaire,17 rue Berthier   78000 VERSAILLES
U7809,Centre distribution La Celle Saint Cloud,Centre de Distribution Alimentaire,17 avenue Guibert   78170 LA CELLE ST CLOUD
U7810,Centre de distribution de Meulan,Centre de Distribution Alimentaire, 27 rue Gambetta  78250 Meulan
U7811,Centre de distribution de Chevreuse,Centre de Distribution Alimentaire,Place Charles de Gaulle   78460 CHEVREUSE
U7812,Centre de distribution de Poissy,Centre de Distribution Alimentaire,14 rue Gérard-Bongard   78300 POISSY
U7901,Centre distribution de Parthenay,Centre de Distribution Alimentaire,11 rue Prosper Jouneau   79200 Parthenay
U7902,Epicerie sociale de St Maixent-l'École,Epicerie sociale,"8 BIS, Rue BASSE DU CHATEAU   79400 St Maixent-l'École"
U7903,Epicerie sociale de Prahecq,Epicerie sociale,21A route de St Martin   79230 Prahecq
U7904,Epicerie sociale de Niort,Epicerie sociale,"8, Rue ROCHETTE   79000 NIORT"
U7905,Centre distribution de Bressuire,Centre de Distribution Alimentaire,23 place dupin   79300 BRESSUIRE
U7906,Centre distribution de Thouars,Centre de Distribution Alimentaire,09 rue Alexandre Dumas BP 96  79100 THOUARS
U7907,Epicerie sociale de Chef-Boutonne,Epicerie sociale,Maison du Cèdre rue de l'hotel de ville  79110 Chef-Boutonne
U7908,Epicerie sociale de Melle,Epicerie sociale,24 rue Saint Pierre   79500 Melle
U7910,Epicerie sociale de Thouars,Epicerie sociale,9 rue Alexandre Dumas   79100 THOUARS
U80,DD de la Somme,Distribution de chèques,30 square Friant   80000 AMIENS
U8001,Centre de distribution d'Amiens,Centre de Distribution Alimentaire,8 rue Blériot 36 square friant  80000 AMIENS
U8002,Espace bébé maman d'Amiens,Espace bébé maman,20 rue Roland Garros   80080 Amiens
U8003,Centre de distribution Abbeville,Centre de Distribution Alimentaire,"39, Avenue ARISTIDE BRIAND   80100 ABBEVILLE"
U8004,Distribution CAP de Roye,Distribution de chèques,Boulevard DE L'EST   80700 ROYE
U8005,Accueil de jour Amiens,Accueil de jour,1 rue Mozart   80080 AMIENS
U8006,A DEFINIR,Distribution de chèques,   80000 AMIENS
U8007,Centre distribution de Chaulnes,Centre de Distribution Alimentaire,"36, Rue ROGER SALENGRO   80320 CHAULNES"
U8008,Centre de distribution de Peronne,Centre de Distribution Alimentaire,Rue Alfred Rey   80200 PERONNE
U8009,Centre de distribution de Ham,Centre de Distribution Alimentaire,25 Bd du Général de Gaulle   80400 HAM
U8010,Centre de distribution de Rue,Centre de Distribution Alimentaire,8 rue du four   80120 Rue
U8011,Centre de distribution de Bernaville,Centre de Distribution Alimentaire,69 route nationale   80370 Bernaville
U8012,Centre de distribution de Rosières,Centre de Distribution Alimentaire,"7, rue du Colonel Sorlin   80170 Rosières en Santerre"
U8013,Centre distribution de Nesle,Centre de Distribution Alimentaire,place du Général Leclerc   80190 Nesle
U8014,Centre distribution de Montdidier,Centre de Distribution Alimentaire,6 rue Armand de Vienne   80500 Montdidier
U8015,Centre distribution de Doullens,Centre de Distribution Alimentaire,Ancienne usine Sueur 1 Avenue du Général de Gaulle  80600 Doullens
U8016,Centre de distribution Amiens Mozart,Centre de Distribution Alimentaire,1 rue Mozart   80000 AMIENS
U81,DD du Tarn,Distribution de chèques,ZA de la Prade   81120 Réalmont
U8101,Centre de distribution de Gaillac,Centre de Distribution Alimentaire,119 Avenue Dom Vayssette   81600 Gaillac
U8102,Centre de distribution de Realmont,Centre de Distribution Alimentaire,Avenue du Général de Gaulle   81120 Realmont
U8103,Centre de distribution de Lavaur,Centre de Distribution Alimentaire,2 avenue Augustin Malroux   81500 Lavaur
U8104,FERMER CD de Mazamet,Centre de Distribution Alimentaire,36 rue Roucayrol   81100 Castres
U8105,Centre de distribution de Castres,Centre de Distribution Alimentaire,36  RUE ROUCAYROL   81100 CASTRES
U8106,Centre de distribution de Graulhet,Centre de Distribution Alimentaire,51 rue des Peseignes   81300 Graulhet
U8107,Centre de distribution d'Albi,Centre de Distribution Alimentaire,168 av Ml de Lattre de Tassigny   81000 ALBI
U8201,Centre de distribution Valence d'Agen,Centre de Distribution Alimentaire,x   82400 Valence d'Agen
U8202,Samu social de Montauban,Samu social,830 Bd Blaise Doumerc   82000 MONTAUBAN
U8203,Epicerie sociale de Moissac,Epicerie sociale,22 Ter avenue Jean Jaures   82200 MOISSAC
U8204,A DEFINIR (CAP),Distribution de chèques,830 BD BLAISE DOUMERC   82000 MONTAUBAN
U8205,Centre de distribution de Montauban,Centre de Distribution Alimentaire,25 Grand rue SAPIAC   82000 MONTAUBAN
U8206,Centre de distribution de Beaumont de Lo,Centre de Distribution Alimentaire,Boulevard Ouest   82500 BEAUMONT DE LOMAGNE
U8208,Centre distribution de Castelsarrasin,Centre de Distribution Alimentaire,3 avenue du Maréchal Koënig   82100 CASTELSARRASIN
U8209,Centre de distribution de Verdun sur G,Centre de Distribution Alimentaire,1 Place des Ecoles   82600 Verdun sur Garonne
U8210,Centre de distribution de Montech,Centre de Distribution Alimentaire,"15, Place Jean Jaurès   82700 MONTECH"
U8211,Centre de distribution Caussade,Centre de Distribution Alimentaire,Place des Muriers   82300 CAUSSADE
U8212,Centre de distribution Lafrancaise,Centre de Distribution Alimentaire,Rue Neuve   82130 
U8213,A DEFINIR (CAP),Distribution de chèques,    
U8214,Centre de distribution de St Antonin Nob,Centre de Distribution Alimentaire,  BP32 82140 St-ANTONIN NOBLE VAL
U8215,Centre de distribution de Grisolles,Centre de Distribution Alimentaire,7 rue Arnaud Bernard   82170 GRISOLLES
U8216,Centre de distribution Moissac,Centre de Distribution Alimentaire,22 Ter avenue Jean Jaurès   82200 Moissac
U8217,Centre distribution Montaigu de Quercy,Centre de Distribution Alimentaire,Place de l'hôtel de ville   82150 Montaigu de Quercy
U8218,Centre de distribution de Lavit,Centre de Distribution Alimentaire,Avenue du stade   82120 Lavit de Lomagne
U8301,Centre de distribution de Toulon,Centre de Distribution Alimentaire,62 Bld de Strasbourg   83000 TOULON
U8302,Distribution CAP de Fayence,Centre de Distribution Alimentaire,4 ter Bd de Tourrettes Délégation locale de Fayence Croix rouge Française 83440 FAYENCE
U8303,Distribution CAP de Fréjus,Distribution de chèques,"Villa Marie, 447 Av Aristide Bri   83600 FREJUS"
U8304,Distribution CAP de Brignoles,Centre de Distribution Alimentaire,2 Avenue Frédéric Mistral   83170 Brignoles
U8305,FERME CAP Bormes les Mimosas,Distribution de chèques,Rue Gabriel Péri Parc du Cigalou  83230 BORMES LES MIMOSAS
U8306,Centre de distribution de St Maximin,Centre de Distribution Alimentaire,Chemin SAINT SIMON   83470 ST MAXIMIN LA STE BAUME
U8307,Centre distribution de Draguignan,Centre de Distribution Alimentaire,724 AVENUE BROSSOLETTE   83300 DRAGUIGNAN
U8308,FERME Samu social de Draguignan,Samu social,"117, Boulevard DES REMPARTS   83300 DRAGUIGNAN"
U8309,FERME Centre distribution Ollioules,Centre de Distribution Alimentaire,116 rue philippe de Hautecloque   83190 OLLIOULES
U8310,FERME CD de Ste Maxime,Centre de Distribution Alimentaire,"Maison des Associations 4, Route JEAN CORONA  83120 STE MAXIME"
U8311,FERME CAP de Hyeres,Centre de Distribution Alimentaire,"12, Avenue PAUL LONG   83400 HYERES"
U8401,FERME ES d'Avignon,Epicerie sociale,"20, Boulevard HENRI DUNANT   84000 AVIGNON"
U8402,Centre de distribution d'Avignon,Centre de Distribution Alimentaire,"20, Boulevard HENRI DUNANT   84000 AVIGNON"
U8403,Centre de distribution d'Orange,Centre de Distribution Alimentaire,8 place des cordeliers   84100 ORANGE
U8404,Centre distribution de l'Isle sur Sorgue,Centre de Distribution Alimentaire,13 ZA Les Théologiens Route  de Caumont  84800 L ISLE SUR LA SORGUE
U8405,Centre distribution de Cavaillon,Centre de Distribution Alimentaire,61 av Victor Basch   84300 Cavaillon
U8406,Centre de Distribution de Carpentras,Centre de Distribution Alimentaire,62 rue de Monteux   84200 CARPENTRAS
U8407,Centre de distribution d'Apt,Centre de Distribution Alimentaire,76 Avenue Philippe de Girard   84400 APT
U8408,Maraude L'Isle-sur-la-Sorgue,Samu social,13 Za les Théologiens   84800 L ISLE SUR LA SORGUE
U8409,Centre de distribution de Bollene,Centre de Distribution Alimentaire,158 Avenue du Marechal Leclerc   84500 BOLLENE
U8501,Distribution CAP d'Herbiers,Distribution de chèques,"86, Rue nationale   85500 LES HERBIERS"
U8502,Espace bébé maman de la Roche sur Yon,Espace bébé maman,"159, Boulevard EDOUARD BRANLY   85000 LA ROCHE SUR YON"
U8503,Centre distribution Fontenay le Comte,Centre de Distribution Alimentaire,"4, Rue DU CHATEAU   85200 FONTENAY LE COMTE"
U8504,Centre de distribution Challans,Centre de Distribution Alimentaire,8 Rue de la Poctière   85300 Challans
U8505,Samu social des Sables d'Olonne,Samu social,14 Avenue du Maréchal Juin   85180 CHATEAU D OLONNE
U8506,Distribution CAP des Sables d'Olonne,Distribution de chèques,14 avenu du Marechal Juin   85180 CHATEAU D OLONNE
U8507,Distribution CAP de Luçon,Distribution de chèques,11 rue de l'Hôpital Luçon   85400 Luçon
U8601,Centre de distribution de Chatellerault,Centre de Distribution Alimentaire,55 rue Clément Krebs   86100 CHATELLERAULT
U8602,Samu Social de Poitiers,Samu social,9 rue Lavoisier Croix-Rouge ZAE Beaulieu 86000 POITIERS
U8603,Centre de distribution Poitiers,Centre de Distribution Alimentaire,9 rue lavoisier  ZAE Beaulieu 86000 POITIERS
U87,DD de Haute Vienne,Distribution de chèques,8 rue Réaumur Délégation Départementale  87000 LIMOGES
U8701,Centre distribution Magnac Laval,Centre de Distribution Alimentaire,Rue François Mitterrand   87190 Magnac Laval
U8702,Distribution CAP St Sulpice les feuilles,Distribution de chèques,2 rue du Stade   87160 St Sulpice les Feuilles
U8703,Centre de distribution d'Ambazac,Centre de Distribution Alimentaire,64 Av de la Libération. Délégation locale d'Ambazac  87240 AMBAZAC
